seed,env_init,schedule,mechanism,sigma,observer,converged,attractor,time_to_sync,sym_var_final,misID_snap,misID_snap_half,misID_snap_post,misID_act,misID_act_post,q_onehot_ok,final_S_A,final_S_B,final_S_C
0,8_8_8,seq_CBA,infer,1.00,filter,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
0,8_8_8,seq_CBA,infer,1.00,memoryless,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
0,8_8_8,sync,hard,,none,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
0,8_8_8,sync,infer,0.40,filter,1,S=8,36,0.000000,0.273333,0.013333,0.000000,0.273333,0.000000,1,8,8,8
0,8_8_8,sync,infer,1.00,filter,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
0,8_8_8,sync,infer,1.00,memoryless,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
1,5_2_6,seq_ABC,hard,,none,1,S=0,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_ABC,infer,0.40,filter,1,S=0,21,0.000000,0.160000,0.040000,0.068966,0.200000,0.045977,1,0,0,0
1,5_2_6,seq_ABC,infer,1.00,filter,1,S=0,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_ABC,infer,1.00,memoryless,1,S=0,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_ACB,hard,,none,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_ACB,infer,0.40,filter,1,S=0,20,0.000000,0.366667,0.280000,0.277778,0.406667,0.322222,1,0,0,0
1,5_2_6,seq_ACB,infer,1.00,filter,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_ACB,infer,1.00,memoryless,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_BAC,hard,,none,1,S=0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_BAC,infer,0.40,filter,0,other_conv,,0.222222,0.720000,0.733333,,0.706667,,1,1,1,1
1,5_2_6,seq_BAC,infer,1.00,filter,1,S=0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_BAC,infer,1.00,memoryless,1,S=0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_BCA,hard,,none,1,S=0,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_BCA,infer,0.40,filter,0,no_conv,,0.222222,0.740000,0.733333,,0.780000,,1,1,1,0
1,5_2_6,seq_BCA,infer,1.00,filter,1,S=0,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_BCA,infer,1.00,memoryless,1,S=0,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_CAB,hard,,none,1,S=0,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_CAB,infer,0.40,filter,1,S=0,25,0.000000,0.513333,0.320000,0.320000,0.520000,0.320000,1,0,0,0
1,5_2_6,seq_CAB,infer,1.00,filter,1,S=0,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_CAB,infer,1.00,memoryless,1,S=0,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_CBA,hard,,none,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_CBA,infer,0.40,filter,1,S=0,44,0.000000,0.580000,0.493333,0.222222,0.593333,0.166667,1,0,0,0
1,5_2_6,seq_CBA,infer,1.00,filter,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,seq_CBA,infer,1.00,memoryless,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0
1,5_2_6,sync,hard,,none,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,,1,0,0,1
1,5_2_6,sync,infer,0.40,filter,1,S=0,26,0.000000,0.553333,0.400000,0.402778,0.553333,0.402778,1,0,0,0
1,5_2_6,sync,infer,1.00,filter,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,,1,0,0,1
1,5_2_6,sync,infer,1.00,memoryless,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,,1,0,0,1
1,8_8_8,seq_ABC,hard,,none,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
1,8_8_8,seq_ABC,infer,0.40,filter,1,S=8,47,0.000000,0.560000,0.546667,0.666667,0.626667,0.666667,1,8,8,8
1,8_8_8,seq_ABC,infer,1.00,filter,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
1,8_8_8,seq_ABC,infer,1.00,memoryless,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
1,8_8_8,seq_ACB,hard,,none,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
1,8_8_8,seq_ACB,infer,0.40,filter,1,S=8,48,0.000000,0.533333,0.520000,0.500000,0.546667,0.500000,1,8,8,8
1,8_8_8,seq_ACB,infer,1.00,filter,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
1,8_8_8,seq_ACB,infer,1.00,memoryless,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
1,8_8_8,seq_BAC,hard,,none,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
1,8_8_8,seq_BAC,infer,0.40,filter,1,S=8,11,0.000000,0.253333,0.106667,0.179487,0.246667,0.188034,1,8,8,8
1,8_8_8,seq_BAC,infer,1.00,filter,1,S=8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,8,8,8
