seed,env_mode,env_init,mechanism,sigma,sym_var_init,sym_var_final,sym_var_second_half_mean,collective_var_final,pairwise_dist_final,real_var_final,imag_var_final,converged,attractor,time_to_sync,misID_rate,misID_second_half,misID_post_sync,misID_run_mean,belief_lag,kl_belief,H_belief,final_R_A,final_S_A,final_I_A,final_R_B,final_S_B,final_I_B,final_R_C,final_S_C,final_I_C
9,isolated,8_8_8,infer,0.40,0.222222,0.000000,0.044444,2.444444,4.426029,4.666667,2.666667,1,S=8,35,0.420000,0.306667,0.177778,6.466667,10.273077,14.501802,0.617158,8,8,6,3,8,8,7,8,4
9,isolated,8_8_8,infer,0.70,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,10,0.106667,0.000000,0.016667,1.694444,8.055556,4.091994,0.183163,8,8,6,3,8,8,7,8,4
9,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,3,0.020000,0.000000,0.007092,0.666667,0.666667,0.442033,0.018484,8,8,6,3,8,8,7,8,4
10,isolated,5_2_6,off,,0.000000,4.666667,4.275556,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.900000,0.800000,,37.222222,26.266667,31.084899,0.000000,8,1,6,3,6,8,7,5,4
10,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
10,isolated,5_2_6,noisy,,0.000000,0.000000,0.017778,2.962963,4.983522,4.666667,4.222222,1,S=0,45,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,6,3,0,8,7,0,3
10,isolated,5_2_6,infer,0.40,0.888889,0.000000,0.035556,3.111111,5.208416,4.666667,4.666667,1,S=0,31,0.573333,0.520000,0.421053,6.518519,14.597222,20.991703,0.668344,8,0,7,3,0,8,7,0,3
10,isolated,5_2_6,infer,0.70,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,25,0.400000,0.293333,0.293333,4.000000,8.122222,14.349098,0.284882,8,0,6,3,0,8,7,0,4
10,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,11,0.013333,0.000000,0.000000,0.666667,0.177778,1.722047,0.081645,8,0,6,3,0,8,7,0,4
10,isolated,8_8_8,off,,0.000000,4.666667,5.057778,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.860000,0.840000,,26.833333,31.896296,29.703348,0.000000,8,1,6,3,6,8,7,5,4
10,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,5
10,isolated,8_8_8,noisy,,0.222222,0.000000,0.026667,2.444444,4.426029,4.666667,2.666667,1,S=8,43,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,6,3,8,8,7,8,4
10,isolated,8_8_8,infer,0.40,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,14,0.393333,0.333333,0.361111,8.366667,1.928571,13.827439,0.600321,8,8,6,3,8,8,7,8,5
10,isolated,8_8_8,infer,0.70,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,2,0.026667,0.000000,0.020833,1.333333,0.750000,2.078306,0.137515,8,8,6,3,8,8,7,8,4
10,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,3,0.020000,0.000000,0.007092,0.666667,0.666667,0.442033,0.018484,8,8,6,3,8,8,7,8,5
11,isolated,5_2_6,off,,0.000000,4.666667,4.275556,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.900000,0.800000,,37.222222,26.266667,31.084899,0.000000,8,1,6,3,6,8,7,5,4
11,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
11,isolated,5_2_6,noisy,,0.888889,0.000000,0.017778,2.962963,4.983522,4.666667,4.222222,1,S=0,43,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,6,3,0,8,7,0,3
11,isolated,5_2_6,infer,0.40,0.222222,0.000000,0.186667,2.518519,4.639384,4.666667,2.888889,1,S=0,49,0.873333,0.853333,0.666667,11.839286,10.947676,28.411226,0.840355,8,0,7,3,0,8,7,0,4
11,isolated,5_2_6,infer,0.70,0.666667,0.000000,0.222222,2.444444,4.426029,4.666667,2.666667,1,other_conv,48,0.486667,0.426667,0.000000,3.825000,13.670833,17.625703,0.292707,8,3,6,3,3,8,7,3,4
11,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,other_conv,12,0.026667,0.000000,0.008772,1.000000,1.533333,2.013262,0.097441,8,2,6,3,2,8,7,2,4
11,isolated,8_8_8,off,,0.000000,4.666667,5.057778,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.860000,0.840000,,26.833333,33.081481,29.703348,0.000000,8,1,6,3,6,8,7,5,4
11,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,5
11,isolated,8_8_8,noisy,,0.222222,0.000000,0.000000,1.777778,3.661790,4.666667,0.666667,1,S=8,23,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,7,3,8,8,7,8,6
11,isolated,8_8_8,infer,0.40,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,18,0.140000,0.000000,0.000000,2.777778,7.523810,6.501935,0.408681,8,8,6,3,8,8,7,8,4
11,isolated,8_8_8,infer,0.70,0.000000,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,0,0.033333,0.000000,0.033333,1.666667,0.000000,1.914635,0.106631,8,8,6,3,8,8,7,8,4
11,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,3,0.020000,0.000000,0.007092,0.666667,0.666667,0.442033,0.018484,8,8,6,3,8,8,7,8,5
12,isolated,5_2_6,off,,0.000000,4.666667,3.937778,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.933333,0.866667,,36.666667,25.050000,32.236191,0.000000,8,1,6,3,6,8,7,5,4
12,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
12,isolated,5_2_6,noisy,,0.666667,0.000000,0.008889,2.518519,4.639384,4.666667,2.888889,1,S=0,28,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,7,3,0,8,7,0,4
12,isolated,5_2_6,infer,0.40,0.222222,0.222222,0.231111,2.592593,4.723210,4.666667,2.888889,0,no_conv,,0.520000,0.386667,,2.038129,12.990756,18.933755,0.789193,8,4,7,3,5,8,7,5,4
12,isolated,5_2_6,infer,0.70,0.666667,0.222222,0.213333,1.555556,3.550571,4.222222,0.222222,0,no_conv,,0.626667,0.626667,,4.142857,10.997024,21.764362,0.265096,8,1,7,3,1,8,6,0,7
12,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,12,0.013333,0.000000,0.000000,0.666667,0.114286,2.041997,0.107083,8,0,6,3,0,8,7,0,4
12,isolated,8_8_8,off,,0.000000,4.666667,5.093333,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.866667,0.826667,,26.900000,32.805556,29.933606,0.000000,8,1,6,3,6,8,7,5,4
12,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,4
12,isolated,8_8_8,noisy,,0.000000,0.000000,0.008889,2.444444,4.426029,4.666667,2.666667,1,S=8,33,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,6,3,8,8,7,8,4
12,isolated,8_8_8,infer,0.40,0.000000,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,4,0.080000,0.053333,0.050725,1.777778,0.333333,4.899477,0.323117,8,8,6,3,8,8,7,8,4
12,isolated,8_8_8,infer,0.70,0.000000,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,0,0.020000,0.000000,0.020000,1.000000,0.000000,1.279045,0.084380,8,8,6,3,8,8,7,8,4
12,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,3,0.020000,0.000000,0.007092,0.666667,0.666667,0.442033,0.018484,8,8,6,3,8,8,7,8,5
13,isolated,5_2_6,off,,0.000000,4.666667,4.275556,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.900000,0.800000,,37.222222,26.266667,31.084899,0.000000,8,1,6,3,6,8,7,5,4
13,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
13,isolated,5_2_6,noisy,,0.666667,0.000000,0.062222,2.444444,4.426029,4.666667,2.666667,1,S=0,49,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,6,3,0,8,7,0,4
13,isolated,5_2_6,infer,0.40,0.222222,0.000000,0.115556,3.259259,5.152078,5.555556,4.222222,1,S=0,43,0.773333,0.720000,0.571429,10.488889,10.819444,25.228556,0.910982,8,0,6,3,0,8,8,0,3
13,isolated,5_2_6,infer,0.70,0.888889,0.222222,0.195556,1.925926,3.793985,4.666667,0.888889,0,no_conv,,0.526667,0.493333,,4.861111,11.581197,18.402326,0.272138,8,1,6,3,1,8,7,0,6
13,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,19,0.026667,0.000000,0.000000,1.000000,1.342593,2.676312,0.125167,8,0,6,3,0,8,7,0,4
13,isolated,8_8_8,off,,0.000000,4.666667,5.253333,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.873333,0.866667,,27.500000,31.666667,30.163865,0.000000,8,1,6,3,6,8,7,5,4
13,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,4
13,isolated,8_8_8,noisy,,0.222222,0.000000,0.017778,3.629630,5.573124,4.666667,6.222222,1,S=8,40,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,6,3,8,8,7,8,2
13,isolated,8_8_8,infer,0.40,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,19,0.160000,0.026667,0.032258,5.500000,9.059524,8.397684,0.500705,8,8,6,3,8,8,7,8,4
13,isolated,8_8_8,infer,0.70,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,4,0.126667,0.000000,0.094203,5.666667,2.555556,4.927113,0.173618,8,8,6,3,8,8,7,8,4
13,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,3,0.020000,0.000000,0.007092,0.666667,0.666667,0.442033,0.018484,8,8,6,3,8,8,7,8,4
14,isolated,5_2_6,off,,0.000000,4.666667,3.902222,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.966667,0.933333,,38.333333,26.133333,33.387484,0.000000,8,1,6,3,6,8,7,5,4
14,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
14,isolated,5_2_6,noisy,,0.222222,0.000000,0.000000,2.222222,3.943651,4.666667,2.000000,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,5,3,0,8,7,0,5
14,isolated,5_2_6,infer,0.40,0.000000,0.222222,0.204444,2.518519,4.485952,4.666667,2.666667,0,no_conv,,0.453333,0.373333,,2.885522,12.425926,17.515680,0.782419,8,4,6,3,5,8,7,4,4
14,isolated,5_2_6,infer,0.70,0.000000,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,other_conv,11,0.093333,0.000000,0.000000,1.833333,17.314815,3.415947,0.150125,8,4,6,3,4,8,7,4,4
14,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.017778,2.444444,4.426029,4.666667,2.666667,1,S=0,28,0.053333,0.013333,0.000000,1.000000,2.211279,3.158654,0.141718,8,0,6,3,0,8,7,0,4
14,isolated,8_8_8,off,,0.000000,4.666667,4.844444,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.873333,0.920000,,27.500000,32.296296,30.163865,0.000000,8,1,6,3,6,8,7,5,4
14,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,4
14,isolated,8_8_8,noisy,,0.222222,0.000000,0.017778,2.962963,4.823381,4.666667,4.222222,1,S=8,38,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,5,3,8,8,7,8,3
14,isolated,8_8_8,infer,0.40,0.000000,0.000000,0.026667,3.111111,5.208416,4.666667,4.666667,1,S=8,30,0.353333,0.293333,0.250000,3.200000,8.122222,11.831794,0.566743,8,8,7,3,8,8,7,8,3
14,isolated,8_8_8,infer,0.70,0.000000,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,0,0.040000,0.000000,0.040000,1.500000,1.000000,2.305268,0.131364,8,8,6,3,8,8,7,8,4
14,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,2,0.020000,0.000000,0.006944,0.666667,1.000000,0.331525,0.013863,8,8,6,3,8,8,7,8,4
15,isolated,5_2_6,off,,0.000000,4.666667,4.275556,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.900000,0.800000,,37.222222,26.266667,31.084899,0.000000,8,1,6,3,6,8,7,5,4
15,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
15,isolated,5_2_6,noisy,,0.666667,0.000000,0.000000,2.518519,4.639384,4.666667,2.888889,1,S=0,13,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,7,3,0,8,7,0,4
15,isolated,5_2_6,infer,0.40,0.222222,0.222222,0.542222,3.037037,4.679499,6.888889,2.000000,0,no_conv,,0.766667,0.733333,,4.626082,12.952963,24.895715,0.882372,8,8,5,2,8,8,7,7,5
15,isolated,5_2_6,infer,0.70,0.666667,0.000000,0.160000,2.444444,4.426029,4.666667,2.666667,1,other_conv,48,0.460000,0.413333,0.166667,3.459259,8.353241,16.804879,0.375524,8,2,6,3,2,8,7,2,4
15,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,other_conv,5,0.006667,0.000000,0.000000,0.333333,0.166667,0.875979,0.045055,8,2,6,3,2,8,7,2,4
15,isolated,8_8_8,off,,0.000000,4.666667,5.164444,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.860000,0.840000,,26.833333,31.170370,29.703348,0.000000,8,1,6,3,6,8,7,5,4
15,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,4
15,isolated,8_8_8,noisy,,0.222222,0.000000,0.017778,2.074074,4.111696,4.666667,1.555556,1,S=8,48,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,7,3,8,8,7,8,5
15,isolated,8_8_8,infer,0.40,0.000000,0.000000,0.008889,2.518519,4.300673,4.666667,2.888889,1,S=8,46,0.193333,0.040000,0.000000,2.050000,5.133333,7.573799,0.428926,8,8,5,3,8,8,7,8,4
15,isolated,8_8_8,infer,0.70,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,5,0.046667,0.000000,0.014815,1.333333,8.166667,2.729613,0.149064,8,8,6,3,8,8,7,8,4
15,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,3,0.020000,0.000000,0.007092,0.666667,0.666667,0.442033,0.018484,8,8,6,3,8,8,7,8,4
16,isolated,5_2_6,off,,0.000000,4.666667,4.275556,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.900000,0.800000,,37.222222,26.266667,31.084899,0.000000,8,1,6,3,6,8,7,5,4
16,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
16,isolated,5_2_6,noisy,,0.000000,0.222222,0.044444,3.703704,5.626814,4.666667,6.222222,0,no_conv,,0.000000,0.000000,,0.000000,0.000000,5.302541,0.837686,8,0,6,3,1,8,7,0,2
16,isolated,5_2_6,infer,0.40,0.888889,0.000000,0.026667,2.962963,4.983522,4.666667,4.222222,1,S=0,36,0.426667,0.266667,0.166667,8.314815,16.190741,14.732350,0.533401,8,0,6,3,0,8,7,0,3
16,isolated,5_2_6,infer,0.70,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,18,0.313333,0.013333,0.125000,3.138889,6.633333,11.413862,0.341264,8,0,6,3,0,8,7,0,4
16,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,other_conv,7,0.006667,0.000000,0.000000,0.333333,0.166667,0.948489,0.049298,8,2,6,3,2,8,7,2,4
16,isolated,8_8_8,off,,0.000000,4.666667,5.413333,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.800000,0.746667,,26.583333,31.635606,27.631021,0.000000,8,1,6,3,6,8,7,5,4
16,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,4
16,isolated,8_8_8,noisy,,0.222222,0.000000,0.017778,2.444444,4.426029,4.666667,2.666667,1,S=8,34,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,6,3,8,8,7,8,4
16,isolated,8_8_8,infer,0.40,0.000000,0.000000,0.017778,2.518519,4.300673,4.666667,2.888889,1,S=8,41,0.386667,0.186667,0.074074,5.541667,12.000000,14.329330,0.671424,8,8,5,3,8,8,7,8,4
16,isolated,8_8_8,infer,0.70,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,6,0.080000,0.000000,0.015152,2.500000,1.416667,3.140167,0.152333,8,8,6,3,8,8,7,8,4
16,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,3,0.020000,0.000000,0.007092,0.666667,0.666667,0.442033,0.018484,8,8,6,3,8,8,7,8,5
17,isolated,5_2_6,off,,0.000000,4.666667,4.275556,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.900000,0.800000,,37.222222,26.266667,31.084899,0.000000,8,1,6,3,6,8,7,5,4
17,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
17,isolated,5_2_6,noisy,,0.666667,0.000000,0.008889,2.074074,3.933126,4.666667,1.555556,1,S=0,40,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,6,3,0,8,7,0,5
17,isolated,5_2_6,infer,0.40,0.222222,0.222222,0.693333,2.518519,4.485952,4.666667,2.666667,0,no_conv,,0.626667,0.466667,,4.439394,13.124060,21.671079,0.815494,8,3,6,3,2,8,7,3,4
17,isolated,5_2_6,infer,0.70,0.222222,0.000000,0.097778,2.444444,4.426029,4.666667,2.666667,1,other_conv,36,0.246667,0.106667,0.023810,2.566667,12.748538,9.008622,0.235152,8,3,6,3,3,8,7,3,4
17,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,other_conv,7,0.013333,0.000000,0.000000,0.666667,0.216667,1.242015,0.062783,8,3,6,3,3,8,7,3,4
17,isolated,8_8_8,off,,0.000000,4.666667,5.093333,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.866667,0.826667,,26.900000,33.493506,29.933606,0.000000,8,1,6,3,6,8,7,5,4
17,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,5
17,isolated,8_8_8,noisy,,0.222222,0.000000,0.017778,2.074074,3.905767,4.666667,1.555556,1,S=8,32,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,5,3,8,8,7,8,6
17,isolated,8_8_8,infer,0.40,0.222222,0.000000,0.017778,1.851852,3.902735,2.888889,2.666667,1,S=8,48,0.380000,0.213333,0.166667,7.291667,18.830882,13.326712,0.573599,8,8,6,4,8,8,7,8,4
17,isolated,8_8_8,infer,0.70,0.000000,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,11,0.120000,0.000000,0.051282,2.833333,15.285714,4.349194,0.136800,8,8,6,3,8,8,7,8,4
17,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,2,0.020000,0.000000,0.006944,0.666667,1.000000,0.331525,0.013863,8,8,6,3,8,8,7,8,5
18,isolated,5_2_6,off,,0.000000,4.666667,4.275556,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.900000,0.800000,,37.222222,26.266667,31.084899,0.000000,8,1,6,3,6,8,7,5,4
18,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
18,isolated,5_2_6,noisy,,0.222222,0.000000,0.017778,2.074074,4.111696,4.666667,1.555556,1,S=0,49,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,7,3,0,8,7,0,5
18,isolated,5_2_6,infer,0.40,0.000000,0.000000,0.017778,2.074074,3.933126,4.666667,1.555556,1,S=0,33,0.626667,0.506667,0.313725,4.698413,10.816993,20.258991,0.915717,8,0,6,3,0,8,7,0,5
18,isolated,5_2_6,infer,0.70,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,13,0.180000,0.000000,0.081081,3.600000,10.182540,6.988850,0.236013,8,0,6,3,0,8,7,0,4
18,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,other_conv,7,0.013333,0.000000,0.000000,0.666667,5.166667,1.096996,0.054297,8,2,6,3,2,8,7,2,4
18,isolated,8_8_8,off,,0.000000,5.555556,4.951111,3.925926,5.848207,4.666667,1.555556,0,no_conv,,0.893333,0.893333,,26.777778,32.737905,30.854640,0.000000,8,1,6,3,6,8,7,6,5
18,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,5
18,isolated,8_8_8,noisy,,0.222222,0.000000,0.044444,2.222222,3.943651,4.666667,2.000000,1,S=8,41,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,5,3,8,8,7,8,5
18,isolated,8_8_8,infer,0.40,0.000000,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,24,0.526667,0.506667,0.512821,4.555556,7.555556,16.581388,0.552863,8,8,6,3,8,8,7,8,4
18,isolated,8_8_8,infer,0.70,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,3,0.026667,0.000000,0.014184,0.833333,0.750000,1.754523,0.114661,8,8,6,3,8,8,7,8,4
18,isolated,8_8_8,infer,1.00,0.222222,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,3,0.020000,0.000000,0.007092,0.666667,0.666667,0.442033,0.018484,8,8,6,3,8,8,7,8,5
19,isolated,5_2_6,off,,0.000000,4.666667,4.275556,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.900000,0.800000,,37.222222,26.266667,31.084899,0.000000,8,1,6,3,6,8,7,5,4
19,isolated,5_2_6,hard,,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,0,6,3,0,8,7,0,4
19,isolated,5_2_6,noisy,,0.888889,0.000000,0.008889,1.851852,3.619100,4.666667,0.888889,1,S=0,26,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,0,6,3,0,8,7,0,6
19,isolated,5_2_6,infer,0.40,0.666667,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,19,0.133333,0.000000,0.000000,2.222222,16.457143,7.087347,0.458799,8,0,6,3,0,8,7,0,4
19,isolated,5_2_6,infer,0.70,0.666667,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=0,19,0.286667,0.000000,0.086022,3.061111,9.536364,9.987638,0.274144,8,0,6,3,0,8,7,0,4
19,isolated,5_2_6,infer,1.00,0.888889,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,other_conv,25,0.106667,0.000000,0.000000,1.000000,2.140580,3.706575,0.169444,8,3,6,3,3,8,7,3,4
19,isolated,8_8_8,off,,0.000000,4.666667,5.040000,4.000000,5.891869,4.666667,2.666667,0,no_conv,,0.820000,0.786667,,26.833333,32.722222,28.321797,0.000000,8,1,6,3,6,8,7,5,4
19,isolated,8_8_8,hard,,0.222222,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,8,6,3,8,8,7,8,4
19,isolated,8_8_8,noisy,,0.222222,0.000000,0.008889,2.074074,3.933126,4.666667,1.555556,1,S=8,29,0.000000,0.000000,0.000000,0.000000,0.000000,5.302541,0.837686,8,8,6,3,8,8,7,8,5
19,isolated,8_8_8,infer,0.40,0.000000,0.000000,0.000000,2.074074,3.933126,4.666667,1.555556,1,S=8,25,0.433333,0.306667,0.306667,4.733333,11.035714,14.487102,0.600107,8,8,6,3,8,8,7,8,5
19,isolated,8_8_8,infer,0.70,0.000000,0.000000,0.000000,2.444444,4.426029,4.666667,2.666667,1,S=8,6,0.106667,0.000000,0.037879,2.055556,0.666667,3.924403,0.174336,8,8,6,3,8,8,7,8,4
