seed,env_mode,env_init,mechanism,sym_var_init,sym_var_final,sym_var_second_half_mean,collective_var_init,collective_var_final,collective_var_second_half_mean,pairwise_dist_init,pairwise_dist_final,pairwise_dist_second_half_mean,real_var_final,imag_var_final,final_R_A,final_S_A,final_I_A,final_R_B,final_S_B,final_I_B,final_R_C,final_S_C,final_I_C,converged,attractor
6,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.444444,2.518519,2.518519,1.895186,4.526406,4.513925,4.666667,2.666667,8,0,6,3,0,8,7,1,4,0,no_conv
6,isolated,5_2_6,noisy,0.222222,0.000000,0.035556,0.222222,3.629630,2.746667,1.382088,5.573124,4.703573,4.666667,6.222222,8,0,6,3,0,8,7,0,2,1,S=0
6,isolated,8_8_8,off,0.000000,4.666667,4.915556,0.000000,4.000000,4.082963,0.000000,5.891869,5.956279,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
6,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.133333,0.666667,4.426029,4.011991,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
6,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.085926,0.000000,4.426029,3.947436,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
6,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
6,isolated,8_8_8,noisy,0.222222,0.222222,0.035556,0.074074,2.518519,2.862222,0.666667,4.485952,4.814030,4.666667,2.666667,8,8,6,3,7,8,7,8,4,0,no_conv
7,shared,5_2_6,off,0.000000,0.000000,0.204444,0.074074,0.000000,0.228148,0.666667,0.000000,1.193493,0.000000,0.000000,7,4,7,7,4,7,7,4,7,1,other_conv
7,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.296296,0.000000,0.136296,1.550094,0.000000,0.811935,0.000000,0.000000,6,0,8,6,0,8,6,0,8,1,S=0
7,shared,5_2_6,soft,0.000000,0.000000,0.000000,0.074074,0.148148,0.106667,0.666667,1.138071,0.633909,0.222222,0.222222,8,8,8,7,8,8,7,8,7,1,S=8
7,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.296296,0.000000,0.157037,1.550094,0.000000,0.906391,0.000000,0.000000,8,0,8,8,0,8,8,0,8,1,S=0
7,shared,5_2_6,noisy,0.222222,0.000000,0.026667,0.148148,0.740741,0.251852,0.942809,2.418611,1.295541,1.555556,0.666667,4,0,6,5,0,7,7,0,8,1,S=0
7,shared,8_8_8,off,0.000000,0.000000,0.293333,0.000000,0.000000,0.254815,0.000000,0.000000,1.259141,0.000000,0.000000,8,5,8,8,5,8,8,5,8,1,other_conv
7,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.148148,0.142222,0.666667,1.138071,0.783600,0.222222,0.222222,8,8,8,7,8,8,7,8,7,1,S=8
7,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.074074,0.130370,0.000000,0.666667,0.804124,0.222222,0.000000,8,8,8,8,8,8,7,8,8,1,S=8
7,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.074074,0.121481,1.333333,0.666667,0.759432,0.000000,0.222222,8,0,7,8,0,7,8,0,6,1,S=0
7,shared,8_8_8,noisy,0.222222,0.000000,0.000000,0.074074,0.296296,0.204444,0.666667,1.550094,1.148251,0.666667,0.222222,8,8,6,6,8,7,7,8,6,1,S=8
7,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.148148,4.000000,3.792593,1.138071,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
7,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.444444,2.444444,2.444444,1.895186,4.426029,4.426029,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
7,isolated,5_2_6,soft,0.000000,0.222222,0.222222,0.148148,1.925926,2.320000,1.138071,3.793985,4.155145,4.666667,0.888889,8,3,6,3,3,8,7,4,6,0,no_conv
7,isolated,5_2_6,delayed,0.888889,0.000000,0.000000,0.444444,2.444444,2.444444,1.895186,4.426029,4.426029,4.666667,2.666667,8,4,6,3,4,8,7,4,4,1,other_conv
7,isolated,5_2_6,noisy,0.000000,0.000000,0.044444,0.148148,1.777778,2.352593,1.138071,3.661790,4.207421,4.666667,0.666667,8,0,7,3,0,8,7,0,6,1,S=0
7,isolated,8_8_8,off,0.000000,4.666667,5.360000,0.000000,4.000000,4.231111,0.000000,5.891869,6.074413,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
7,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.103704,0.666667,4.426029,3.972558,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
7,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.444444,0.000000,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
7,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
7,isolated,8_8_8,noisy,0.222222,0.000000,0.026667,0.074074,1.851852,2.560000,0.666667,3.619100,4.424294,4.666667,0.888889,8,8,6,3,8,8,7,8,6,1,S=8
8,shared,5_2_6,off,0.000000,0.222222,0.257778,0.074074,0.222222,0.251852,0.666667,1.382088,1.311861,0.222222,0.222222,7,1,7,7,1,8,8,2,8,0,no_conv
8,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.296296,0.074074,0.121481,1.550094,0.666667,0.759432,0.222222,0.000000,8,0,8,8,0,8,7,0,8,1,S=0
8,shared,5_2_6,soft,0.000000,0.000000,0.000000,0.074074,0.148148,0.142222,0.666667,1.138071,0.796489,0.222222,0.222222,8,8,8,7,8,8,7,8,7,1,S=8
8,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.296296,0.074074,0.136296,1.550094,0.666667,0.754026,0.000000,0.222222,7,0,7,7,0,8,7,0,8,1,S=0
8,shared,5_2_6,noisy,0.666667,0.000000,0.026667,0.296296,0.148148,0.222222,1.550094,1.138071,1.235681,0.222222,0.222222,8,0,6,8,0,7,7,0,6,1,S=0
8,shared,8_8_8,off,0.000000,0.222222,0.284444,0.000000,0.148148,0.272593,0.000000,0.942809,1.366911,0.000000,0.222222,7,4,7,7,3,8,7,3,8,0,no_conv
8,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.000000,0.186667,0.666667,0.000000,1.022464,0.000000,0.000000,8,8,8,8,8,8,8,8,8,1,S=8
8,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.000000,0.127407,0.000000,0.000000,0.743156,0.000000,0.000000,8,8,8,8,8,8,8,8,8,1,S=8
8,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.168889,1.333333,0.000000,0.931090,0.000000,0.000000,7,8,8,7,8,8,7,8,8,1,S=8
8,shared,8_8_8,noisy,0.222222,0.222222,0.026667,0.074074,0.444444,0.213333,0.666667,1.962117,1.168901,0.888889,0.222222,7,5,8,5,6,8,5,5,7,0,no_conv
8,isolated,5_2_6,off,0.000000,4.666667,3.608889,0.074074,4.000000,3.647407,0.666667,5.891869,5.626741,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
8,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.370370,2.444444,2.296296,1.745356,4.426029,4.228868,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
8,isolated,5_2_6,soft,0.000000,0.222222,0.266667,0.074074,2.518519,2.761481,0.666667,4.485952,4.763190,4.666667,2.666667,8,2,6,3,1,8,7,2,4,0,no_conv
8,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.370370,2.518519,2.518519,1.745356,4.526406,4.513925,4.666667,2.666667,8,0,6,3,0,8,7,1,4,0,no_conv
8,isolated,5_2_6,noisy,0.222222,0.000000,0.044444,0.148148,1.851852,2.465185,1.138071,3.619100,4.448587,4.666667,0.888889,8,0,6,3,0,8,7,0,6,1,S=0
8,isolated,8_8_8,off,0.000000,5.555556,6.124444,0.000000,3.703704,4.293333,0.000000,5.608565,6.123437,4.666667,0.888889,8,1,6,3,6,8,7,6,8,0,no_conv
8,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.074074,2.088889,0.666667,3.933126,3.952842,4.666667,1.555556,8,8,6,3,8,8,7,8,5,1,S=8
8,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.444444,0.000000,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
8,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
8,isolated,8_8_8,noisy,0.222222,0.000000,0.017778,0.074074,2.074074,2.391111,0.666667,3.933126,4.369060,4.666667,1.555556,8,8,6,3,8,8,7,8,5,1,S=8
9,shared,5_2_6,off,0.000000,0.222222,0.231111,0.074074,0.370370,0.275556,0.666667,1.794111,1.364676,0.666667,0.222222,8,5,7,6,5,8,7,4,7,0,no_conv
9,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.296296,0.370370,0.121481,1.550094,1.745356,0.691163,0.888889,0.222222,8,0,8,6,0,8,6,0,7,1,S=0
9,shared,5_2_6,soft,0.000000,0.000000,0.000000,0.074074,0.370370,0.154074,0.666667,1.745356,0.913342,0.888889,0.222222,8,8,7,6,8,8,6,8,7,1,S=8
9,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.296296,0.074074,0.154074,1.550094,0.666667,0.893145,0.222222,0.000000,7,0,8,6,0,8,7,0,8,1,S=0
9,shared,5_2_6,noisy,0.222222,0.000000,0.071111,0.148148,0.444444,0.251852,1.138071,1.885618,1.362446,0.666667,0.666667,8,0,6,7,0,7,6,0,8,1,S=0
9,shared,8_8_8,off,0.000000,0.222222,0.240000,0.000000,0.074074,0.234074,0.000000,0.666667,1.079311,0.000000,0.000000,8,5,8,8,6,8,8,6,8,0,no_conv
9,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.370370,0.127407,0.666667,1.745356,0.760292,0.888889,0.222222,8,8,8,6,8,8,6,8,7,1,S=8
9,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.370370,0.133333,0.000000,1.490712,0.771367,0.888889,0.222222,8,8,7,6,8,8,6,8,8,1,S=8
9,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.296296,0.145185,1.333333,1.333333,0.810390,0.888889,0.000000,8,8,8,6,8,8,6,8,8,1,S=8
9,shared,8_8_8,noisy,0.222222,0.000000,0.000000,0.074074,0.370370,0.242963,0.666667,1.745356,1.250167,0.888889,0.222222,7,8,7,5,8,8,7,8,8,1,S=8
9,isolated,5_2_6,off,0.000000,4.666667,3.697778,0.148148,4.000000,3.677037,1.138071,5.891869,5.646154,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
9,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.444444,2.444444,2.444444,1.895186,4.426029,4.426029,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
9,isolated,5_2_6,soft,0.000000,0.000000,0.000000,0.148148,2.444444,2.444444,1.138071,4.426029,4.426029,4.666667,2.666667,8,3,6,3,3,8,7,3,4,1,other_conv
9,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.444444,2.518519,2.518519,1.895186,4.485952,4.512307,4.666667,2.666667,8,2,6,3,1,8,7,2,4,0,no_conv
9,isolated,5_2_6,noisy,0.888889,0.000000,0.035556,0.444444,2.074074,2.761481,1.962117,4.111696,4.845761,4.666667,1.555556,8,0,7,3,0,8,7,0,5,1,S=0
9,isolated,8_8_8,off,0.000000,4.666667,5.111111,0.000000,4.000000,4.074074,0.000000,5.891869,5.937324,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
9,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.263704,0.666667,4.426029,4.180373,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
9,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.444444,0.000000,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
9,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
9,isolated,8_8_8,noisy,0.222222,0.000000,0.017778,0.074074,2.222222,2.405926,0.666667,3.943651,4.380419,4.666667,2.000000,8,8,5,3,8,8,7,8,5,1,S=8
10,shared,5_2_6,off,0.000000,0.222222,0.293333,0.000000,0.074074,0.287407,0.000000,0.666667,1.434087,0.000000,0.000000,5,5,8,5,5,8,5,6,8,0,no_conv
10,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.222222,0.000000,0.130370,1.333333,0.000000,0.825356,0.000000,0.000000,6,0,8,6,0,8,6,0,8,1,S=0
10,shared,5_2_6,soft,0.222222,0.000000,0.000000,0.074074,0.000000,0.124444,0.666667,0.000000,0.743811,0.000000,0.000000,8,0,6,8,0,6,8,0,6,1,S=0
10,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.121481,1.333333,0.000000,0.734310,0.000000,0.000000,8,0,6,8,0,6,8,0,6,1,S=0
10,shared,5_2_6,noisy,0.222222,0.000000,0.035556,0.074074,0.296296,0.237037,0.666667,1.609476,1.281730,0.666667,0.222222,8,0,8,6,0,8,7,0,7,1,S=0
10,shared,8_8_8,off,0.000000,0.222222,0.284444,0.000000,0.148148,0.240000,0.000000,0.942809,1.189947,0.000000,0.222222,8,4,7,8,5,8,8,5,8,0,no_conv
10,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.074074,0.121481,0.666667,0.666667,0.678777,0.222222,0.000000,8,8,8,7,8,8,7,8,8,1,S=8
10,shared,8_8_8,soft,0.222222,0.000000,0.000000,0.074074,0.148148,0.145185,0.666667,1.138071,0.830311,0.222222,0.222222,8,8,8,7,8,8,7,8,7,1,S=8
10,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.074074,0.115556,1.333333,0.666667,0.701348,0.000000,0.222222,8,8,6,8,8,6,8,8,7,1,S=8
10,shared,8_8_8,noisy,0.222222,0.000000,0.097778,0.074074,0.296296,0.251852,0.666667,1.550094,1.350593,0.666667,0.222222,7,0,7,5,0,8,6,0,7,1,S=0
10,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.074074,4.000000,3.792593,0.666667,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
10,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.370370,2.444444,2.444444,1.490712,4.426029,4.426029,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
10,isolated,5_2_6,soft,0.222222,0.000000,0.284444,0.148148,2.444444,2.450370,1.138071,4.426029,4.450837,4.666667,2.666667,8,3,6,3,3,8,7,3,4,1,other_conv
10,isolated,5_2_6,delayed,0.888889,0.000000,0.000000,0.370370,2.444444,2.444444,1.490712,4.426029,4.426029,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
10,isolated,5_2_6,noisy,0.000000,0.000000,0.017778,0.074074,2.962963,2.675556,0.666667,4.983522,4.688952,4.666667,4.222222,8,0,6,3,0,8,7,0,3,1,S=0
10,isolated,8_8_8,off,0.000000,4.666667,5.057778,0.000000,4.000000,3.982222,0.000000,5.891869,5.884530,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
10,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.074074,2.088889,0.666667,3.933126,3.952842,4.666667,1.555556,8,8,6,3,8,8,7,8,5,1,S=8
10,isolated,8_8_8,soft,0.222222,0.000000,0.000000,0.074074,2.444444,2.085926,0.666667,4.426029,3.947436,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
10,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
10,isolated,8_8_8,noisy,0.222222,0.000000,0.026667,0.074074,2.444444,2.506667,0.666667,4.426029,4.538413,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
11,shared,5_2_6,off,0.000000,0.000000,0.311111,0.074074,0.370370,0.328889,0.666667,1.490712,1.561421,0.888889,0.222222,8,6,7,6,6,8,6,6,8,1,other_conv
11,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.296296,0.074074,0.112593,1.550094,0.666667,0.695053,0.000000,0.222222,8,0,7,8,0,8,8,0,8,1,S=0
11,shared,5_2_6,soft,0.222222,0.000000,0.000000,0.148148,0.370370,0.154074,0.942809,1.745356,0.824876,0.888889,0.222222,8,0,8,6,0,8,6,0,7,1,S=0
11,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.296296,0.074074,0.112593,1.550094,0.666667,0.662121,0.000000,0.222222,8,0,6,8,0,7,8,0,7,1,S=0
11,shared,5_2_6,noisy,0.222222,0.000000,0.008889,0.148148,0.074074,0.219259,1.138071,0.666667,1.174866,0.000000,0.222222,8,0,7,8,0,8,8,0,7,1,S=0
11,shared,8_8_8,off,0.000000,0.666667,0.293333,0.000000,0.592593,0.281481,0.000000,2.230710,1.389034,0.888889,0.222222,6,2,7,4,3,8,4,4,7,0,no_conv
11,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.000000,0.145185,0.666667,0.000000,0.802784,0.000000,0.000000,8,8,8,8,8,8,8,8,8,1,S=8
11,shared,8_8_8,soft,0.222222,0.000000,0.000000,0.074074,0.518519,0.160000,0.666667,2.021498,0.922872,0.888889,0.666667,7,8,5,5,8,6,5,8,7,1,S=8
11,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.121481,1.333333,0.000000,0.730390,0.000000,0.000000,8,0,8,8,0,8,8,0,8,1,S=0
11,shared,8_8_8,noisy,0.222222,0.222222,0.017778,0.074074,0.444444,0.222222,0.666667,1.632993,1.233322,0.888889,0.222222,8,7,6,6,8,7,6,8,7,0,no_conv
11,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.370370,4.000000,3.792593,1.745356,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
11,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.666667,2.444444,2.296296,2.276142,4.426029,4.228868,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
11,isolated,5_2_6,soft,0.222222,0.000000,0.000000,0.444444,2.444444,2.444444,1.954568,4.426029,4.426029,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
11,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.666667,2.518519,2.518519,2.276142,4.526406,4.513925,4.666667,2.666667,8,0,6,3,0,8,7,1,4,0,no_conv
11,isolated,5_2_6,noisy,0.888889,0.000000,0.017778,0.666667,2.962963,2.536296,2.412023,4.983522,4.495970,4.666667,4.222222,8,0,6,3,0,8,7,0,3,1,S=0
11,isolated,8_8_8,off,0.000000,4.666667,5.057778,0.000000,4.000000,3.982222,0.000000,5.891869,5.884530,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
11,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.074074,2.088889,0.666667,3.933126,3.952842,4.666667,1.555556,8,8,6,3,8,8,7,8,5,1,S=8
11,isolated,8_8_8,soft,0.222222,0.000000,0.000000,0.074074,2.444444,2.085926,0.666667,4.426029,3.947436,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
11,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
11,isolated,8_8_8,noisy,0.222222,0.000000,0.000000,0.074074,1.777778,2.462222,0.666667,3.661790,4.465630,4.666667,0.666667,8,8,7,3,8,8,7,8,6,1,S=8
12,shared,5_2_6,off,0.000000,0.666667,0.293333,0.074074,0.296296,0.320000,0.666667,1.550094,1.425311,0.222222,0.000000,7,3,8,7,4,8,6,5,8,0,no_conv
12,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.296296,0.000000,0.162963,1.550094,0.000000,0.893058,0.000000,0.000000,8,0,8,8,0,8,8,0,8,1,S=0
12,shared,5_2_6,soft,0.000000,0.000000,0.000000,0.074074,0.074074,0.171852,0.666667,0.666667,0.951054,0.000000,0.222222,7,0,7,7,0,8,7,0,7,1,S=0
12,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.296296,0.148148,0.133333,1.550094,1.138071,0.811250,0.222222,0.222222,8,0,7,8,0,8,7,0,7,1,S=0
12,shared,5_2_6,noisy,0.222222,0.000000,0.026667,0.148148,0.148148,0.234074,1.138071,1.138071,1.204254,0.222222,0.222222,8,8,8,7,8,8,7,8,7,1,S=8
12,shared,8_8_8,off,0.000000,0.000000,0.257778,0.000000,0.000000,0.281481,0.000000,0.000000,1.368832,0.000000,0.000000,7,3,8,7,3,8,7,3,8,1,other_conv
12,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.000000,0.136296,0.666667,0.000000,0.781553,0.000000,0.000000,8,8,8,8,8,8,8,8,8,1,S=8
12,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.148148,0.145185,0.000000,0.942809,0.844212,0.222222,0.222222,8,8,8,8,8,8,7,8,7,1,S=8
12,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.296296,0.127407,1.333333,1.550094,0.761837,0.222222,0.666667,8,8,6,8,8,7,7,8,8,1,S=8
12,shared,8_8_8,noisy,0.000000,0.000000,0.026667,0.000000,0.222222,0.213333,0.000000,1.333333,1.218165,0.666667,0.000000,7,8,8,5,8,8,6,8,8,1,S=8
12,isolated,5_2_6,off,0.000000,4.666667,3.937778,0.148148,4.000000,3.546667,1.138071,5.891869,5.545633,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
12,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.444444,2.444444,2.296296,1.895186,4.426029,4.228868,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
12,isolated,5_2_6,soft,0.000000,0.000000,0.248889,0.148148,2.962963,2.657778,1.138071,4.983522,4.627828,4.666667,4.222222,8,3,6,3,3,8,7,3,3,1,other_conv
12,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.444444,2.518519,2.518519,1.895186,4.526406,4.513925,4.666667,2.666667,8,0,6,3,0,8,7,1,4,0,no_conv
12,isolated,5_2_6,noisy,0.666667,0.000000,0.008889,0.370370,2.518519,2.577778,1.794111,4.639384,4.608710,4.666667,2.888889,8,0,7,3,0,8,7,0,4,1,S=0
12,isolated,8_8_8,off,0.000000,4.666667,5.093333,0.000000,4.000000,4.432593,0.000000,5.891869,6.244003,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
12,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.103704,0.666667,4.426029,3.972558,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
12,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.183704,0.000000,4.426029,4.074637,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
12,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
12,isolated,8_8_8,noisy,0.000000,0.000000,0.008889,0.000000,2.444444,2.785185,0.000000,4.426029,4.807039,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
13,shared,5_2_6,off,0.000000,0.000000,0.293333,0.000000,0.148148,0.299259,0.000000,1.138071,1.408679,0.222222,0.222222,7,4,8,6,4,8,7,4,7,1,other_conv
13,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.222222,0.074074,0.142222,1.333333,0.666667,0.872394,0.000000,0.222222,7,0,7,7,0,8,7,0,7,1,S=0
13,shared,5_2_6,soft,0.000000,0.000000,0.000000,0.000000,0.074074,0.130370,0.000000,0.666667,0.786099,0.000000,0.222222,8,0,6,8,0,7,8,0,7,1,S=0
13,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.130370,1.333333,0.000000,0.766587,0.000000,0.000000,7,0,8,7,0,8,7,0,8,1,S=0
13,shared,5_2_6,noisy,0.222222,0.222222,0.106667,0.074074,0.148148,0.266667,0.666667,1.138071,1.344385,0.000000,0.222222,8,3,6,8,3,7,8,2,7,0,no_conv
13,shared,8_8_8,off,0.000000,0.222222,0.266667,0.000000,0.148148,0.281481,0.000000,1.138071,1.422272,0.000000,0.222222,6,7,8,6,6,8,6,6,7,0,no_conv
13,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.074074,0.130370,0.666667,0.666667,0.777633,0.000000,0.222222,8,8,6,8,8,7,8,8,7,1,S=8
13,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.000000,0.145185,0.000000,0.000000,0.791563,0.000000,0.000000,7,8,8,7,8,8,7,8,8,1,S=8
13,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.124444,1.333333,0.000000,0.711563,0.000000,0.000000,8,8,8,8,8,8,8,8,8,1,S=8
13,shared,8_8_8,noisy,0.222222,0.222222,0.124444,0.074074,0.148148,0.225185,0.666667,1.138071,1.230694,0.000000,0.222222,8,3,7,8,3,8,8,2,7,0,no_conv
13,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.074074,4.000000,3.792593,0.666667,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
13,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.370370,2.444444,2.296296,1.490712,4.426029,4.228868,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
13,isolated,5_2_6,soft,0.000000,0.000000,0.266667,0.074074,3.629630,2.474074,0.666667,5.573124,4.412046,4.666667,6.222222,8,0,6,3,0,8,7,0,2,1,S=0
13,isolated,5_2_6,delayed,0.888889,0.000000,0.000000,0.370370,2.444444,2.444444,1.490712,4.426029,4.426029,4.666667,2.666667,8,4,6,3,4,8,7,4,4,1,other_conv
13,isolated,5_2_6,noisy,0.666667,0.000000,0.062222,0.296296,2.444444,2.450370,1.609476,4.426029,4.331357,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
13,isolated,8_8_8,off,0.000000,4.666667,5.253333,0.000000,4.000000,4.062222,0.000000,5.891869,5.930338,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
13,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.103704,0.666667,4.426029,3.972558,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
13,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.444444,0.000000,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
13,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
