seed,env_mode,env_init,mechanism,sym_var_init,sym_var_final,sym_var_second_half_mean,collective_var_init,collective_var_final,collective_var_second_half_mean,pairwise_dist_init,pairwise_dist_final,pairwise_dist_second_half_mean,real_var_final,imag_var_final,final_R_A,final_S_A,final_I_A,final_R_B,final_S_B,final_I_B,final_R_C,final_S_C,final_I_C,converged,attractor
13,isolated,8_8_8,noisy,0.222222,0.000000,0.017778,0.074074,3.629630,2.785185,0.666667,5.573124,4.784846,4.666667,6.222222,8,8,6,3,8,8,7,8,2,1,S=8
14,shared,5_2_6,off,0.000000,0.666667,0.320000,0.074074,0.592593,0.284444,0.666667,2.149830,1.438263,0.888889,0.222222,8,3,7,6,4,8,6,5,8,0,no_conv
14,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.296296,0.148148,0.133333,1.550094,1.138071,0.847623,0.222222,0.222222,6,0,8,5,0,8,5,0,7,1,S=0
14,shared,5_2_6,soft,0.000000,0.000000,0.000000,0.074074,0.370370,0.112593,0.666667,1.490712,0.646500,0.888889,0.222222,6,8,7,4,8,8,4,8,8,1,S=8
14,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.296296,0.074074,0.127407,1.550094,0.666667,0.855053,0.000000,0.222222,6,0,7,6,0,8,6,0,8,1,S=0
14,shared,5_2_6,noisy,0.666667,0.000000,0.000000,0.296296,0.074074,0.186667,1.550094,0.666667,1.082217,0.000000,0.222222,7,0,7,7,0,8,7,0,7,1,S=0
14,shared,8_8_8,off,0.000000,0.222222,0.248889,0.000000,0.222222,0.234074,0.000000,1.154701,1.155375,0.222222,0.222222,6,4,8,6,4,8,7,5,7,0,no_conv
14,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.000000,0.112593,0.666667,0.000000,0.620693,0.000000,0.000000,8,8,8,8,8,8,8,8,8,1,S=8
14,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.074074,0.130370,0.000000,0.666667,0.782208,0.222222,0.000000,7,8,8,6,8,8,6,8,8,1,S=8
14,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.074074,0.118519,1.333333,0.666667,0.628503,0.000000,0.222222,5,8,7,5,8,8,5,8,8,1,S=8
14,shared,8_8_8,noisy,0.222222,0.222222,0.151111,0.074074,0.148148,0.269630,0.666667,1.138071,1.357271,0.000000,0.222222,8,6,7,8,6,8,8,5,7,0,no_conv
14,isolated,5_2_6,off,0.000000,4.666667,3.902222,0.074074,4.000000,3.525926,0.666667,5.891869,5.495201,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
14,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.370370,2.444444,2.296296,1.745356,4.426029,4.228868,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
14,isolated,5_2_6,soft,0.000000,0.000000,0.000000,0.074074,2.444444,2.465185,0.666667,4.426029,4.448329,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
14,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.370370,2.518519,2.518519,1.745356,4.526406,4.513925,4.666667,2.666667,8,0,6,3,0,8,7,1,4,0,no_conv
14,isolated,5_2_6,noisy,0.222222,0.000000,0.000000,0.148148,2.222222,2.642963,1.138071,3.943651,4.599791,4.666667,2.000000,8,0,5,3,0,8,7,0,5,1,S=0
14,isolated,8_8_8,off,0.000000,4.666667,4.844444,0.000000,4.000000,3.985185,0.000000,5.891869,5.883137,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
14,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.148148,0.666667,4.426029,4.031707,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
14,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.085926,0.000000,4.426029,3.947436,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
14,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
14,isolated,8_8_8,noisy,0.222222,0.000000,0.017778,0.074074,2.962963,2.565926,0.666667,4.823381,4.506778,4.666667,4.222222,8,8,5,3,8,8,7,8,3,1,S=8
15,shared,5_2_6,off,0.000000,0.222222,0.222222,0.074074,0.148148,0.281481,0.666667,1.138071,1.314524,0.222222,0.000000,7,5,7,6,5,7,7,4,7,0,no_conv
15,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.296296,0.370370,0.121481,1.550094,1.745356,0.715454,0.888889,0.222222,8,0,8,6,0,8,6,0,7,1,S=0
15,shared,5_2_6,soft,0.222222,0.000000,0.000000,0.148148,0.000000,0.139259,0.942809,0.000000,0.771163,0.000000,0.000000,5,0,7,5,0,7,5,0,7,1,S=0
15,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.296296,0.370370,0.136296,1.550094,1.745356,0.790019,0.888889,0.222222,8,0,7,6,0,7,6,0,8,1,S=0
15,shared,5_2_6,noisy,0.222222,0.000000,0.017778,0.148148,0.296296,0.248889,0.942809,1.550094,1.331202,0.222222,0.666667,8,0,6,7,0,7,7,0,8,1,S=0
15,shared,8_8_8,off,0.000000,0.666667,0.293333,0.000000,0.370370,0.302222,0.000000,1.727180,1.433102,0.222222,0.222222,8,3,7,7,4,8,7,5,8,0,no_conv
15,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.000000,0.124444,0.666667,0.000000,0.669451,0.000000,0.000000,6,8,8,6,8,8,6,8,8,1,S=8
15,shared,8_8_8,soft,0.222222,0.000000,0.000000,0.074074,0.296296,0.112593,0.666667,1.333333,0.683148,0.888889,0.000000,8,8,8,6,8,8,6,8,8,1,S=8
15,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.121481,1.333333,0.000000,0.670791,0.000000,0.000000,5,0,8,5,0,8,5,0,8,1,S=0
15,shared,8_8_8,noisy,0.666667,0.000000,0.026667,0.222222,0.296296,0.254815,1.333333,1.333333,1.324861,0.888889,0.000000,7,8,8,5,8,8,7,8,8,1,S=8
15,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.148148,4.000000,3.792593,1.138071,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
15,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.444444,2.444444,2.296296,1.895186,4.426029,4.228868,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
15,isolated,5_2_6,soft,0.222222,0.000000,0.222222,0.222222,2.370370,2.764444,1.382088,4.072039,4.740334,5.555556,1.555556,8,2,6,3,2,8,8,2,5,1,other_conv
15,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.444444,2.518519,2.518519,1.895186,4.526406,4.513925,4.666667,2.666667,8,0,6,3,0,8,7,1,4,0,no_conv
15,isolated,5_2_6,noisy,0.666667,0.000000,0.000000,0.370370,2.518519,2.459259,1.759306,4.639384,4.445142,4.666667,2.888889,8,0,7,3,0,8,7,0,4,1,S=0
15,isolated,8_8_8,off,0.000000,4.666667,5.164444,0.000000,4.000000,4.017778,0.000000,5.891869,5.906204,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
15,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.088889,0.666667,4.426029,3.952842,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
15,isolated,8_8_8,soft,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
15,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
15,isolated,8_8_8,noisy,0.222222,0.000000,0.017778,0.074074,2.074074,3.925926,0.666667,4.111696,5.724522,4.666667,1.555556,8,8,7,3,8,8,7,8,5,1,S=8
16,shared,5_2_6,off,0.000000,0.222222,0.400000,0.074074,0.592593,0.382222,0.666667,2.216761,1.702954,1.555556,0.000000,6,4,8,4,3,8,3,4,8,0,no_conv
16,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.296296,0.370370,0.136296,1.550094,1.490712,0.710048,0.888889,0.222222,7,0,7,5,0,8,5,0,8,1,S=0
16,shared,5_2_6,soft,0.000000,0.000000,0.000000,0.074074,0.074074,0.118519,0.666667,0.666667,0.771338,0.222222,0.000000,8,8,8,8,8,8,7,8,8,1,S=8
16,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.296296,0.296296,0.139259,1.550094,1.550094,0.819061,0.666667,0.222222,6,0,6,4,0,7,5,0,7,1,S=0
16,shared,5_2_6,noisy,0.222222,0.000000,0.026667,0.148148,0.370370,0.228148,0.942809,1.490712,1.262069,0.888889,0.222222,8,0,6,6,0,7,6,0,7,1,S=0
16,shared,8_8_8,off,0.000000,0.222222,0.275556,0.000000,0.222222,0.228148,0.000000,1.382088,1.151021,0.222222,0.222222,8,3,8,8,2,8,7,3,7,0,no_conv
16,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.296296,0.165926,0.666667,1.333333,0.914558,0.888889,0.000000,6,8,8,4,8,8,4,8,8,1,S=8
16,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.370370,0.157037,0.000000,1.490712,0.906216,0.888889,0.222222,7,8,7,5,8,8,5,8,8,1,S=8
16,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.162963,1.333333,0.000000,0.895345,0.000000,0.000000,4,8,7,4,8,7,4,8,7,1,S=8
16,shared,8_8_8,noisy,0.222222,0.000000,0.000000,0.074074,0.148148,0.201481,0.666667,1.138071,1.143768,0.222222,0.222222,8,8,7,8,8,8,7,8,8,1,S=8
16,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.148148,4.000000,3.792593,1.138071,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
16,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.444444,2.444444,2.296296,1.895186,4.426029,4.228868,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
16,isolated,5_2_6,soft,0.000000,0.222222,0.337778,0.148148,2.592593,2.761481,1.138071,4.723210,4.738326,4.666667,2.888889,8,3,7,3,4,8,7,4,4,0,no_conv
16,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.444444,2.518519,2.518519,1.895186,4.526406,4.513925,4.666667,2.666667,8,0,6,3,0,8,7,1,4,0,no_conv
16,isolated,5_2_6,noisy,0.000000,0.222222,0.044444,0.148148,3.703704,3.208889,1.138071,5.626814,5.167203,4.666667,6.222222,8,0,6,3,1,8,7,0,2,0,no_conv
16,isolated,8_8_8,off,0.000000,4.666667,5.413333,0.000000,4.000000,4.160000,0.000000,5.891869,6.032176,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
16,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
16,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.444444,0.000000,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
16,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
16,isolated,8_8_8,noisy,0.222222,0.000000,0.017778,0.074074,2.444444,2.225185,0.666667,4.426029,4.097492,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
17,shared,5_2_6,off,0.000000,0.222222,0.284444,0.000000,0.148148,0.290370,0.000000,1.138071,1.437436,0.000000,0.222222,7,5,7,7,5,8,7,4,8,0,no_conv
17,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.222222,0.148148,0.136296,1.333333,1.138071,0.878005,0.222222,0.222222,8,0,7,8,0,8,7,0,8,1,S=0
17,shared,5_2_6,soft,0.000000,0.000000,0.026667,0.000000,0.370370,0.168889,0.000000,1.745356,0.964611,0.888889,0.222222,8,8,7,6,8,8,6,8,7,1,S=8
17,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.222222,0.370370,0.160000,1.333333,1.745356,0.840853,0.888889,0.222222,8,0,8,6,0,8,6,0,7,1,S=0
17,shared,5_2_6,noisy,0.222222,0.000000,0.000000,0.074074,0.296296,0.231111,0.666667,1.550094,1.235797,0.222222,0.666667,8,0,6,8,0,7,7,0,8,1,S=0
17,shared,8_8_8,off,0.000000,0.222222,0.240000,0.000000,0.148148,0.237037,0.000000,0.942809,1.176969,0.000000,0.222222,8,5,8,8,5,8,8,4,7,0,no_conv
17,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.296296,0.133333,0.666667,1.333333,0.777633,0.888889,0.000000,8,8,8,6,8,8,6,8,8,1,S=8
17,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.370370,0.139259,0.000000,1.490712,0.837917,0.888889,0.222222,8,8,6,6,8,7,6,8,7,1,S=8
17,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.370370,0.139259,1.333333,1.745356,0.796999,0.888889,0.222222,8,8,8,6,8,8,6,8,7,1,S=8
17,shared,8_8_8,noisy,0.222222,0.000000,0.017778,0.074074,0.074074,0.177778,0.666667,0.666667,1.035107,0.000000,0.222222,8,0,6,8,0,7,8,0,6,1,S=0
17,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.074074,4.000000,3.792593,0.666667,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
17,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.370370,2.444444,2.296296,1.490712,4.426029,4.228868,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
17,isolated,5_2_6,soft,0.000000,0.000000,0.071111,0.074074,2.444444,2.583704,0.666667,4.426029,4.575104,4.666667,2.666667,8,3,6,3,3,8,7,3,4,1,other_conv
17,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.370370,2.518519,2.518519,1.490712,4.526406,4.513925,4.666667,2.666667,8,0,6,3,0,8,7,1,4,0,no_conv
17,isolated,5_2_6,noisy,0.666667,0.000000,0.008889,0.296296,2.074074,2.050370,1.550094,3.933126,3.899450,4.666667,1.555556,8,0,6,3,0,8,7,0,5,1,S=0
17,isolated,8_8_8,off,0.000000,4.666667,5.093333,0.000000,4.000000,4.142222,0.000000,5.891869,6.020980,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
17,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.074074,2.088889,0.666667,3.933126,3.952842,4.666667,1.555556,8,8,6,3,8,8,7,8,5,1,S=8
17,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.085926,0.000000,4.426029,3.947436,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
17,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
17,isolated,8_8_8,noisy,0.222222,0.000000,0.017778,0.074074,2.074074,2.414815,0.666667,3.905767,4.408820,4.666667,1.555556,8,8,5,3,8,8,7,8,6,1,S=8
18,shared,5_2_6,off,0.000000,0.222222,0.266667,0.000000,0.222222,0.278519,0.000000,1.154701,1.410204,0.222222,0.222222,8,5,7,8,5,7,7,4,6,0,no_conv
18,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.222222,0.074074,0.148148,1.333333,0.666667,0.874114,0.222222,0.000000,8,0,8,8,0,8,7,0,8,1,S=0
18,shared,5_2_6,soft,0.000000,0.000000,0.000000,0.000000,0.000000,0.121481,0.000000,0.000000,0.736001,0.000000,0.000000,8,8,8,8,8,8,8,8,8,1,S=8
18,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.118519,1.333333,0.000000,0.692023,0.000000,0.000000,8,0,8,8,0,8,8,0,8,1,S=0
18,shared,5_2_6,noisy,0.666667,0.000000,0.080000,0.222222,0.148148,0.237037,1.333333,0.942809,1.268964,0.222222,0.222222,8,8,6,7,8,7,8,8,6,1,S=8
18,shared,8_8_8,off,0.000000,0.666667,0.302222,0.000000,0.296296,0.311111,0.000000,1.550094,1.489706,0.222222,0.000000,8,4,8,7,3,8,7,2,8,0,no_conv
18,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.074074,0.136296,0.666667,0.666667,0.877021,0.000000,0.222222,7,8,7,7,8,7,7,8,6,1,S=8
18,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.148148,0.139259,0.000000,0.942809,0.770507,0.222222,0.222222,8,8,6,8,8,6,7,8,7,1,S=8
18,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.118519,1.333333,0.000000,0.781524,0.000000,0.000000,7,8,7,7,8,7,7,8,7,1,S=8
18,shared,8_8_8,noisy,0.222222,0.000000,0.026667,0.074074,0.296296,0.251852,0.666667,1.609476,1.317323,0.666667,0.222222,6,8,8,4,8,8,5,8,7,1,S=8
18,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.000000,4.000000,3.792593,0.000000,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
18,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.296296,2.444444,2.444444,1.333333,4.426029,4.426029,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
18,isolated,5_2_6,soft,0.000000,0.666667,0.400000,0.000000,3.185185,2.533333,0.000000,5.132273,4.402578,4.666667,4.222222,8,4,5,3,5,8,7,6,3,0,no_conv
18,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.296296,2.518519,2.518519,1.333333,4.527857,4.513983,4.666667,2.666667,8,1,6,3,0,8,7,0,4,0,no_conv
18,isolated,5_2_6,noisy,0.222222,0.000000,0.017778,0.074074,2.074074,2.494815,0.666667,4.111696,4.483924,4.666667,1.555556,8,0,7,3,0,8,7,0,5,1,S=0
18,isolated,8_8_8,off,0.000000,5.555556,4.951111,0.000000,3.925926,3.614815,0.000000,5.848207,5.542682,4.666667,1.555556,8,1,6,3,6,8,7,6,5,0,no_conv
18,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.074074,2.088889,0.666667,3.933126,3.952842,4.666667,1.555556,8,8,6,3,8,8,7,8,5,1,S=8
18,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.085926,0.000000,4.426029,3.947436,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
18,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
18,isolated,8_8_8,noisy,0.222222,0.000000,0.044444,0.074074,2.222222,2.616296,0.666667,3.943651,4.620664,4.666667,2.000000,8,8,5,3,8,8,7,8,5,1,S=8
19,shared,5_2_6,off,0.000000,0.222222,0.373333,0.000000,0.222222,0.325926,0.000000,1.382088,1.538894,0.222222,0.222222,7,7,7,7,7,8,8,8,7,0,no_conv
19,shared,5_2_6,hard,0.666667,0.000000,0.000000,0.222222,0.000000,0.145185,1.333333,0.000000,0.832686,0.000000,0.000000,8,0,8,8,0,8,8,0,8,1,S=0
19,shared,5_2_6,soft,0.000000,0.000000,0.026667,0.000000,0.000000,0.157037,0.000000,0.000000,0.876872,0.000000,0.000000,7,8,8,7,8,8,7,8,8,1,S=8
19,shared,5_2_6,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.121481,1.333333,0.000000,0.726675,0.000000,0.000000,8,0,8,8,0,8,8,0,8,1,S=0
19,shared,5_2_6,noisy,0.666667,0.000000,0.008889,0.222222,0.074074,0.216296,1.333333,0.666667,1.199929,0.000000,0.222222,8,0,7,8,0,8,8,0,8,1,S=0
19,shared,8_8_8,off,0.000000,0.222222,0.311111,0.000000,0.222222,0.302222,0.000000,1.382088,1.441508,0.222222,0.222222,7,2,6,6,3,7,6,3,6,0,no_conv
19,shared,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,0.148148,0.148148,0.666667,0.942809,0.893625,0.222222,0.222222,7,8,7,6,8,8,6,8,8,1,S=8
19,shared,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,0.000000,0.133333,0.000000,0.000000,0.766587,0.000000,0.000000,8,8,8,8,8,8,8,8,8,1,S=8
19,shared,8_8_8,delayed,0.666667,0.000000,0.000000,0.222222,0.000000,0.133333,1.333333,0.000000,0.797145,0.000000,0.000000,6,8,8,6,8,8,6,8,8,1,S=8
19,shared,8_8_8,noisy,0.222222,0.000000,0.008889,0.074074,0.148148,0.207407,0.666667,1.138071,1.194574,0.222222,0.222222,8,8,6,8,8,7,7,8,6,1,S=8
19,isolated,5_2_6,off,0.000000,4.666667,4.275556,0.074074,4.000000,3.792593,0.666667,5.891869,5.748211,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
19,isolated,5_2_6,hard,0.888889,0.000000,0.000000,0.370370,2.444444,2.444444,1.490712,4.426029,4.426029,4.666667,2.666667,8,0,6,3,0,8,7,0,4,1,S=0
19,isolated,5_2_6,soft,0.000000,0.222222,0.382222,0.074074,3.629630,3.564444,0.666667,5.475896,5.442634,4.666667,6.000000,8,3,5,3,3,8,7,2,2,0,no_conv
19,isolated,5_2_6,delayed,0.888889,0.222222,0.222222,0.370370,2.518519,2.518519,1.490712,4.485952,4.512307,4.666667,2.666667,8,0,6,3,1,8,7,0,4,0,no_conv
19,isolated,5_2_6,noisy,0.888889,0.000000,0.008889,0.370370,1.851852,2.773333,1.490712,3.619100,4.778469,4.666667,0.888889,8,0,6,3,0,8,7,0,6,1,S=0
19,isolated,8_8_8,off,0.000000,4.666667,5.040000,0.000000,4.000000,4.020741,0.000000,5.891869,5.923217,4.666667,2.666667,8,1,6,3,6,8,7,5,4,0,no_conv
19,isolated,8_8_8,hard,0.222222,0.000000,0.000000,0.074074,2.444444,2.103704,0.666667,4.426029,3.972558,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
19,isolated,8_8_8,soft,0.000000,0.000000,0.000000,0.000000,2.444444,2.444444,0.000000,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
19,isolated,8_8_8,delayed,0.222222,0.000000,0.000000,0.074074,2.444444,2.444444,0.666667,4.426029,4.426029,4.666667,2.666667,8,8,6,3,8,8,7,8,4,1,S=8
19,isolated,8_8_8,noisy,0.222222,0.000000,0.008889,0.074074,2.074074,2.533333,0.666667,3.933126,4.485438,4.666667,1.555556,8,8,6,3,8,8,7,8,5,1,S=8
