seed,env_init,schedule,observer,converged,attractor,time_to_sync,sym_var_final,misID_snap,misID_half,misID_post,nll_half,brier_half,switch_rate,acf1,acf2,acf5,mis_acf1,turning_rate,period2_score,spec_peak_freq,spec_peak_share,final_S_A,final_S_B,final_S_C
0,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.202643,0.114089,0.103169,nan,0.381944,0.368056,0.226667,0.212450,1,1,0
1,5_2_6,sync,hard,1,S=0,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.732959,0.678037,0.723775,nan,0.090278,0.076389,0.020000,0.464303,0,0,0
2,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.619048,0.405905,0.348039,0.382673,nan,0.319444,0.305556,0.020000,0.325098,0,1,0
3,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
4,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.202643,0.114089,0.103169,nan,0.381944,0.368056,0.226667,0.212450,1,1,0
5,5_2_6,sync,hard,1,other_conv,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.258503,0.767459,0.740823,0.624387,nan,0.138889,0.125000,0.020000,0.506890,4,4,4
6,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.479708,0.407131,0.380389,nan,0.375000,0.368056,0.020000,0.471684,0,1,0
7,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
8,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
9,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
10,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
11,5_2_6,sync,hard,1,S=0,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.122449,0.644745,0.447163,0.629217,nan,0.048611,0.034722,0.020000,0.154551,0,0,0
12,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
13,5_2_6,sync,hard,1,other_conv,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204082,0.765187,0.743455,0.672172,nan,0.097222,0.083333,0.020000,0.506398,4,4,4
14,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
15,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
16,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
17,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.212367,0.102124,0.025525,nan,0.381944,0.368056,0.226667,0.208165,0,1,0
18,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.707483,0.033245,-0.012741,-0.047488,nan,0.375000,0.361111,0.233333,0.282347,3,3,2
19,5_2_6,sync,hard,1,other_conv,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.258503,0.767459,0.740823,0.624387,nan,0.138889,0.125000,0.020000,0.506890,4,4,4
20,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.673469,0.377472,0.302709,0.327681,nan,0.340278,0.326389,0.126667,0.298869,0,0,1
21,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
22,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324954,0.263067,0.272639,nan,0.395833,0.381944,0.126667,0.322167,1,0,0
23,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.768707,0.572041,0.530719,0.402791,nan,0.430556,0.416667,0.020000,0.422831,3,4,4
24,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.700680,-0.151772,-0.161084,-0.035124,nan,0.388889,0.375000,0.340000,0.183624,1,2,2
25,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
26,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
27,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
28,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
29,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
30,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
31,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
32,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.243518,0.192811,0.188464,nan,0.395833,0.381944,0.226667,0.269040,0,1,0
33,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
34,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.700680,-0.177886,-0.232527,-0.158040,nan,0.368056,0.354167,0.340000,0.344454,2,2,1
35,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
36,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.202643,0.114089,0.103169,nan,0.381944,0.368056,0.226667,0.212450,1,1,0
37,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.673469,0.377472,0.302709,0.327681,nan,0.340278,0.326389,0.126667,0.298869,0,0,1
38,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
39,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
40,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.240576,0.190099,0.185501,nan,0.395833,0.381944,0.126667,0.265265,0,1,0
41,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
42,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.212367,0.102124,0.025525,nan,0.381944,0.368056,0.226667,0.208165,0,1,0
43,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
44,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
45,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
46,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
47,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
48,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
49,5_2_6,sync,hard,1,other_conv,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.272109,-0.062608,-0.043153,0.146178,nan,0.166667,0.152778,0.253333,0.154548,2,2,2
50,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.680272,0.541219,0.462467,0.373958,nan,0.333333,0.326389,0.020000,0.408482,0,1,0
51,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
52,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.768707,0.781225,0.748947,0.675477,nan,0.444444,0.444444,0.020000,0.492912,6,5,5
53,5_2_6,sync,hard,1,other_conv,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204082,0.765187,0.743455,0.672172,nan,0.097222,0.083333,0.020000,0.506398,4,4,4
54,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.619048,0.405905,0.348039,0.382673,nan,0.319444,0.305556,0.020000,0.325098,0,1,0
55,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.202643,0.114089,0.103169,nan,0.381944,0.368056,0.226667,0.212450,1,1,0
56,5_2_6,sync,hard,1,other_conv,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.258503,0.767459,0.740823,0.624387,nan,0.138889,0.125000,0.020000,0.506890,4,4,4
57,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
58,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
59,5_2_6,sync,hard,1,other_conv,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.258503,0.767459,0.740823,0.624387,nan,0.138889,0.125000,0.020000,0.506890,4,4,4
60,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
61,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
62,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
63,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.653061,0.330892,0.308567,0.244346,nan,0.333333,0.319444,0.020000,0.282226,3,3,4
64,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
65,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.038906,0.061408,0.121046,nan,0.409722,0.395833,0.220000,0.220675,2,3,3
66,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.212367,0.102124,0.025525,nan,0.381944,0.368056,0.226667,0.208165,0,1,0
67,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
68,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
69,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
70,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
71,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
72,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,-0.045257,-0.115042,-0.127290,nan,0.388889,0.375000,0.226667,0.275554,2,3,2
73,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
74,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.619048,0.405905,0.348039,0.382673,nan,0.319444,0.305556,0.020000,0.325098,0,1,0
75,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
76,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
77,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
78,5_2_6,sync,hard,1,S=0,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.217687,0.644159,0.538326,0.607898,nan,0.111111,0.097222,0.020000,0.318594,0,0,0
79,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
80,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
81,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.202643,0.114089,0.103169,nan,0.381944,0.368056,0.226667,0.212450,1,1,0
82,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
83,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
84,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
85,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.700680,0.029319,-0.054894,-0.142907,nan,0.361111,0.347222,0.233333,0.242445,2,2,1
86,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324684,0.260819,0.277641,nan,0.395833,0.381944,0.126667,0.302475,1,0,0
87,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.202643,0.114089,0.103169,nan,0.381944,0.368056,0.226667,0.212450,1,1,0
88,5_2_6,sync,hard,1,S=0,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.732959,0.678037,0.723775,nan,0.090278,0.076389,0.020000,0.464303,0,0,0
89,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
90,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.680272,0.258646,0.206397,0.259589,nan,0.368056,0.354167,0.120000,0.320918,0,1,1
91,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.673469,0.377472,0.302709,0.327681,nan,0.340278,0.326389,0.126667,0.298869,0,0,1
92,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.714286,-0.150267,-0.218266,-0.129943,nan,0.388889,0.375000,0.333333,0.327109,2,1,2
93,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.328353,0.265061,0.303784,nan,0.395833,0.381944,0.126667,0.338768,1,0,0
94,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
95,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.721088,0.202643,0.114089,0.103169,nan,0.381944,0.368056,0.226667,0.212450,1,1,0
96,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
97,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.748299,0.567137,0.526614,0.410679,nan,0.416667,0.409722,0.020000,0.347636,5,4,4
98,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
99,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.741497,0.513501,0.498624,0.416071,nan,0.416667,0.402778,0.020000,0.403416,3,4,4
100,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
101,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
102,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.707483,0.381481,0.351176,0.261381,nan,0.375000,0.361111,0.020000,0.299360,3,3,4
103,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324954,0.263067,0.272639,nan,0.395833,0.381944,0.126667,0.322167,1,0,0
104,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
105,5_2_6,sync,hard,1,other_conv,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.231293,-0.063107,-0.103005,0.017178,nan,0.131944,0.118056,0.233333,0.143154,2,2,2
106,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.748299,0.168324,0.108363,-0.013182,nan,0.409722,0.395833,0.120000,0.190052,2,3,3
107,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
108,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
109,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324684,0.260819,0.277641,nan,0.395833,0.381944,0.126667,0.302475,1,0,0
110,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
111,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.619048,0.405905,0.348039,0.382673,nan,0.319444,0.305556,0.020000,0.325098,0,1,0
112,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
113,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.768707,0.753513,0.727758,0.646999,nan,0.437500,0.430556,0.020000,0.493721,6,5,5
114,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
115,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.673469,0.377472,0.302709,0.327681,nan,0.340278,0.326389,0.126667,0.298869,0,0,1
116,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
117,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
118,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
119,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.700680,0.029319,-0.054894,-0.142907,nan,0.361111,0.347222,0.233333,0.242445,2,2,1
120,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
121,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
122,5_2_6,sync,hard,1,S=0,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.136054,0.628910,0.497593,0.178441,nan,0.062500,0.048611,0.020000,0.181738,0,0,0
123,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.673469,0.377472,0.302709,0.327681,nan,0.340278,0.326389,0.126667,0.298869,0,0,1
124,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
125,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324224,0.261788,0.270722,nan,0.395833,0.381944,0.126667,0.306479,1,0,0
126,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
127,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,-0.045257,-0.115042,-0.127290,nan,0.388889,0.375000,0.226667,0.275554,2,3,2
128,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
129,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
130,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
131,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.700680,-0.177886,-0.232527,-0.158040,nan,0.368056,0.354167,0.340000,0.344454,2,2,1
132,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.324954,0.263067,0.272639,nan,0.395833,0.381944,0.126667,0.322167,1,0,0
133,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
134,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
135,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,-0.045257,-0.115042,-0.127290,nan,0.388889,0.375000,0.226667,0.275554,2,3,2
136,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
137,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
138,5_2_6,sync,hard,1,S=0,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176871,0.734537,0.681688,0.724091,nan,0.090278,0.076389,0.020000,0.503384,0,0,0
139,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
140,5_2_6,sync,hard,0,no_conv,,0.222222,0.000000,0.000000,,0.000000,0.000000,0.727891,0.321808,0.258445,0.245571,nan,0.395833,0.381944,0.126667,0.284294,1,0,0
