seed,env_init,schedule,observer,converged,attractor,time_to_sync,sym_var_final,misID_snap,misID_half,misID_post,nll_half,brier_half,switch_rate,acf1,acf2,acf5,mis_acf1,turning_rate,period2_score,spec_peak_freq,spec_peak_share,final_S_A,final_S_B,final_S_C
151,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.713333,0.693333,,1.762481,0.746693,0.537415,0.684930,0.562653,0.412434,-0.102404,0.194444,0.180556,0.020000,0.316208,1,0,1
152,5_2_6,seq_ABC,memoryless,1,S=0,49,0.000000,0.613333,0.560000,0.333333,1.553622,0.669909,0.564626,0.528816,0.425446,0.152621,-0.062905,0.270833,0.263889,0.046667,0.246297,0,0,0
153,5_2_6,seq_ABC,memoryless,0,no_conv,,3.555556,0.700000,0.746667,,1.846228,0.798573,0.523810,0.631777,0.469383,0.059013,-0.022538,0.215278,0.208333,0.040000,0.379641,0,4,0
154,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.640000,0.680000,,1.750185,0.746585,0.476190,0.622596,0.496249,0.252319,0.049557,0.187500,0.180556,0.026667,0.241429,0,1,0
155,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.713333,0.666667,,1.711332,0.750801,0.619048,0.800067,0.698405,0.548388,-0.091644,0.236111,0.229167,0.020000,0.579991,1,0,0
156,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.620000,0.573333,,1.704476,0.728003,0.564626,0.661001,0.580155,0.125948,-0.059461,0.256944,0.243056,0.040000,0.358274,1,0,1
157,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.680000,0.613333,,1.634721,0.713841,0.612245,0.773464,0.697518,0.501851,-0.074681,0.236111,0.222222,0.020000,0.560157,2,1,0
158,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.666667,0.680000,,1.764950,0.771753,0.544218,0.652336,0.486696,0.253006,-0.022291,0.201389,0.194444,0.020000,0.335117,1,1,0
159,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.686667,0.680000,,1.810342,0.761136,0.537415,0.532455,0.291694,-0.089721,-0.066061,0.201389,0.201389,0.046667,0.333913,2,1,3
160,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.673333,0.653333,,1.774332,0.780905,0.591837,0.630875,0.424349,0.163886,-0.018005,0.215278,0.215278,0.040000,0.322684,1,1,0
161,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.713333,0.666667,,1.804542,0.750701,0.557823,0.778305,0.704453,0.459599,0.101304,0.236111,0.229167,0.020000,0.476514,1,0,1
162,5_2_6,seq_ABC,memoryless,0,no_conv,,0.888889,0.686667,0.693333,,1.836623,0.795788,0.734694,0.874772,0.771293,0.496279,0.077847,0.277778,0.270833,0.020000,0.492463,8,6,8
163,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.646667,0.693333,,1.902758,0.815344,0.612245,0.638338,0.414255,0.102464,-0.118096,0.208333,0.201389,0.020000,0.326975,2,0,1
164,5_2_6,seq_ABC,memoryless,0,no_conv,,0.888889,0.660000,0.653333,,1.735912,0.750086,0.612245,0.839472,0.750020,0.536007,0.016229,0.229167,0.215278,0.020000,0.534892,0,0,2
165,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.586667,0.626667,,1.640769,0.705843,0.442177,0.623312,0.479384,0.057003,0.074085,0.166667,0.152778,0.033333,0.243117,2,1,0
166,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.706667,0.720000,,1.849042,0.816838,0.700680,0.719703,0.518149,0.177133,-0.060307,0.256944,0.250000,0.033333,0.330189,4,3,2
167,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.693333,0.693333,,1.650298,0.752595,0.571429,0.635634,0.392283,0.139717,0.020904,0.201389,0.201389,0.040000,0.247653,2,1,1
168,5_2_6,seq_ABC,memoryless,1,S=0,49,0.000000,0.680000,0.666667,0.666667,1.796478,0.765950,0.605442,0.857560,0.808618,0.559109,-0.039732,0.277778,0.263889,0.026667,0.571945,0,0,0
169,5_2_6,seq_ABC,memoryless,0,no_conv,,0.888889,0.560000,0.573333,,1.672577,0.719872,0.605442,0.658842,0.455121,0.117617,0.051434,0.215278,0.201389,0.040000,0.262123,0,2,0
170,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.660000,0.746667,,1.918760,0.826342,0.591837,0.502042,0.389058,0.010196,-0.027162,0.284722,0.277778,0.046667,0.186882,1,2,0
171,5_2_6,seq_ABC,memoryless,1,S=0,47,0.000000,0.626667,0.560000,0.333333,1.466446,0.655822,0.496599,0.596120,0.508834,0.199397,0.069114,0.256944,0.250000,0.020000,0.258791,0,0,0
172,5_2_6,seq_ABC,memoryless,0,no_conv,,0.888889,0.586667,0.586667,,1.592156,0.700607,0.496599,0.625549,0.380424,0.195198,0.089762,0.166667,0.166667,0.086667,0.207221,2,0,0
173,5_2_6,seq_ABC,memoryless,1,other_conv,49,0.000000,0.706667,0.666667,0.666667,1.680001,0.741256,0.551020,0.759051,0.649473,0.421839,0.026507,0.201389,0.194444,0.020000,0.473740,1,1,1
174,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.573333,0.506667,,1.534380,0.678865,0.578231,0.719732,0.576003,0.289266,0.196823,0.229167,0.208333,0.040000,0.327943,1,0,0
175,5_2_6,seq_ABC,memoryless,1,S=0,48,0.000000,0.646667,0.626667,0.666667,1.626475,0.740424,0.639456,0.671203,0.487126,0.431984,-0.083964,0.263889,0.256944,0.026667,0.381881,0,0,0
176,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.626667,0.546667,,1.646285,0.703782,0.612245,0.895577,0.827437,0.718284,-0.041611,0.236111,0.229167,0.020000,0.634350,7,6,7
177,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.620000,0.600000,,1.637013,0.712840,0.462585,0.577982,0.490755,0.275786,0.248304,0.166667,0.159722,0.026667,0.314855,0,1,1
178,5_2_6,seq_ABC,memoryless,1,S=0,49,0.000000,0.633333,0.533333,0.666667,1.586466,0.682555,0.503401,0.819430,0.753683,0.664725,0.108188,0.180556,0.173611,0.020000,0.573358,0,0,0
179,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.680000,0.640000,,1.706000,0.765677,0.687075,0.544407,0.335822,0.043652,0.107658,0.284722,0.270833,0.046667,0.322520,2,0,1
180,5_2_6,seq_ABC,memoryless,1,other_conv,49,0.000000,0.660000,0.640000,1.000000,1.745598,0.773529,0.639456,0.666574,0.504127,0.134121,0.009191,0.256944,0.250000,0.033333,0.401838,2,2,2
181,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.560000,0.573333,,1.741933,0.738207,0.598639,0.323285,-0.035453,0.013712,-0.001450,0.270833,0.270833,0.126667,0.148405,0,1,1
182,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.646667,0.693333,,1.804588,0.766601,0.557823,0.542591,0.393806,0.203192,0.028794,0.243056,0.236111,0.040000,0.175056,1,0,0
183,5_2_6,seq_ABC,memoryless,0,no_conv,,0.888889,0.626667,0.666667,,1.718887,0.787879,0.673469,0.697574,0.529868,0.255970,0.014511,0.277778,0.270833,0.020000,0.385013,2,0,0
184,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.613333,0.560000,,1.648183,0.707226,0.530612,0.724886,0.545231,0.403320,0.022227,0.180556,0.173611,0.020000,0.375429,1,1,0
185,5_2_6,seq_ABC,memoryless,1,other_conv,49,0.000000,0.660000,0.586667,0.666667,1.546644,0.685762,0.489796,0.764233,0.615845,0.394073,0.098489,0.187500,0.180556,0.026667,0.341510,1,1,1
186,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.580000,0.573333,,1.774935,0.736047,0.523810,0.563174,0.377921,0.060793,-0.059781,0.180556,0.173611,0.040000,0.267270,0,0,1
187,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.646667,0.640000,,1.794554,0.738495,0.537415,0.715751,0.611351,0.489442,0.053851,0.229167,0.222222,0.020000,0.378375,0,0,1
188,5_2_6,seq_ABC,memoryless,0,no_conv,,1.555556,0.646667,0.653333,,1.639233,0.731942,0.564626,0.644204,0.499275,-0.062683,-0.083090,0.208333,0.201389,0.066667,0.348395,4,2,1
189,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.580000,0.573333,,1.471880,0.677899,0.578231,0.609518,0.385561,0.164275,0.023187,0.229167,0.222222,0.033333,0.237069,1,0,0
190,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.640000,0.600000,,1.646294,0.726813,0.659864,0.876782,0.803325,0.674878,0.002908,0.284722,0.277778,0.020000,0.648003,6,8,7
191,5_2_6,seq_ABC,memoryless,1,S=0,47,0.000000,0.660000,0.626667,0.555556,1.715658,0.725567,0.482993,0.524468,0.419087,0.056692,0.124104,0.194444,0.173611,0.066667,0.156408,0,0,0
192,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.680000,0.666667,,1.774106,0.741697,0.578231,0.677599,0.506560,0.199607,0.038341,0.201389,0.187500,0.033333,0.319934,1,0,0
193,5_2_6,seq_ABC,memoryless,0,no_conv,,1.555556,0.693333,0.693333,,1.733142,0.774727,0.605442,0.531620,0.273003,-0.030277,-0.070096,0.236111,0.222222,0.046667,0.260358,3,1,0
194,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.680000,0.653333,,1.599266,0.702893,0.503401,0.584400,0.470082,0.474469,0.020798,0.229167,0.229167,0.020000,0.384013,0,2,1
195,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.720000,0.773333,,1.958290,0.874242,0.687075,0.718939,0.480484,0.174615,0.051555,0.236111,0.236111,0.020000,0.323659,2,1,1
196,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.620000,0.533333,,1.584894,0.668713,0.442177,0.726505,0.517161,0.370550,-0.025259,0.138889,0.138889,0.033333,0.368448,2,0,1
197,5_2_6,seq_ABC,memoryless,0,no_conv,,0.666667,0.620000,0.600000,,1.570776,0.705180,0.482993,0.694516,0.540404,0.443952,-0.122478,0.166667,0.166667,0.020000,0.250537,2,1,0
198,5_2_6,seq_ABC,memoryless,0,no_conv,,0.222222,0.620000,0.613333,,1.670892,0.709617,0.421769,0.618704,0.438208,0.188172,0.067542,0.180556,0.173611,0.033333,0.329726,1,2,1
199,5_2_6,seq_ABC,memoryless,1,S=0,46,0.000000,0.626667,0.613333,0.500000,1.626493,0.712757,0.578231,0.560158,0.416468,0.060171,0.051864,0.263889,0.250000,0.033333,0.188363,0,0,0
0,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.673333,0.720000,,2.386775,1.118676,0.469388,0.822611,0.766486,0.586470,0.182190,0.208333,0.194444,0.020000,0.387225,7,8,8
1,5_2_6,seq_ABC,static,0,no_conv,,0.666667,0.580000,0.533333,,3.855965,1.008204,0.537415,0.619112,0.516980,0.194391,0.055797,0.291667,0.284722,0.033333,0.387182,5,3,4
2,5_2_6,seq_ABC,static,0,no_conv,,0.666667,0.713333,0.653333,,3.621824,1.053377,0.578231,0.589351,0.493380,0.345987,0.198435,0.256944,0.243056,0.020000,0.395723,2,0,1
3,5_2_6,seq_ABC,static,0,no_conv,,0.666667,0.573333,0.506667,,1.512979,0.767282,0.462585,0.514833,0.320488,0.080644,0.273891,0.194444,0.187500,0.033333,0.310291,3,2,1
4,5_2_6,seq_ABC,static,1,S=0,34,0.000000,0.226667,0.026667,0.000000,0.159333,0.063847,0.149660,0.633383,0.537283,0.192536,0.418429,0.048611,0.048611,0.033333,0.189914,0,0,0
5,5_2_6,seq_ABC,static,1,S=0,29,0.000000,0.100000,0.013333,0.000000,0.068170,0.026419,0.102041,0.560678,0.363063,0.113074,0.278400,0.041667,0.041667,0.040000,0.119880,0,0,0
6,5_2_6,seq_ABC,static,1,S=0,16,0.000000,0.233333,0.080000,0.107843,0.143242,0.087611,0.142857,0.602743,0.477474,0.678884,0.277610,0.076389,0.076389,0.080000,0.171954,0,0,0
7,5_2_6,seq_ABC,static,1,S=0,39,0.000000,0.660000,0.600000,0.454545,2.536452,0.835976,0.421769,0.765539,0.664216,0.578658,0.228734,0.145833,0.138889,0.020000,0.456106,0,0,0
8,5_2_6,seq_ABC,static,1,S=0,49,0.000000,0.660000,0.546667,0.666667,4.046064,0.904909,0.428571,0.729220,0.662123,0.442575,0.401585,0.145833,0.138889,0.020000,0.447288,0,0,0
9,5_2_6,seq_ABC,static,1,S=0,38,0.000000,0.400000,0.253333,0.138889,0.483553,0.321622,0.176871,0.693557,0.470751,0.519424,0.475123,0.048611,0.048611,0.020000,0.213112,0,0,0
10,5_2_6,seq_ABC,static,1,S=0,25,0.000000,0.186667,0.040000,0.040000,0.143196,0.075099,0.149660,0.730557,0.534240,0.140890,0.227617,0.062500,0.062500,0.046667,0.165126,0,0,0
11,5_2_6,seq_ABC,static,1,S=0,41,0.000000,0.786667,0.853333,0.888889,3.133091,1.277117,0.442177,0.767003,0.688589,0.587906,0.069781,0.180556,0.166667,0.020000,0.338807,0,0,0
12,5_2_6,seq_ABC,static,1,S=0,30,0.000000,0.553333,0.426667,0.416667,0.799320,0.542008,0.360544,0.819806,0.753182,0.601132,0.324771,0.152778,0.145833,0.026667,0.405073,0,0,0
13,5_2_6,seq_ABC,static,1,S=0,44,0.000000,0.660000,0.560000,0.333333,1.277167,0.759667,0.319728,0.850337,0.777095,0.458181,0.197106,0.104167,0.097222,0.026667,0.342836,0,0,0
14,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.726667,0.733333,,2.282129,1.066207,0.360544,0.506500,0.583222,0.315826,0.079197,0.166667,0.159722,0.026667,0.258383,1,0,0
15,5_2_6,seq_ABC,static,0,no_conv,,0.888889,0.606667,0.600000,,3.874350,1.031146,0.605442,0.447530,0.372381,0.357107,0.165643,0.298611,0.291667,0.053333,0.322669,2,0,0
16,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.726667,0.720000,,5.505114,1.135383,0.632653,0.790347,0.694412,0.492269,0.208154,0.270833,0.256944,0.020000,0.438992,0,0,1
17,5_2_6,seq_ABC,static,1,S=0,27,0.000000,0.486667,0.333333,0.318841,0.606573,0.372270,0.251701,0.713537,0.781541,0.680540,0.483863,0.118056,0.104167,0.020000,0.378315,0,0,0
18,5_2_6,seq_ABC,static,1,S=0,39,0.000000,0.666667,0.560000,0.393939,1.644160,0.805168,0.346939,0.829778,0.737637,0.613130,0.309676,0.111111,0.097222,0.033333,0.403647,0,0,0
19,5_2_6,seq_ABC,static,1,other_conv,49,0.000000,0.506667,0.413333,0.333333,2.861086,0.667102,0.564626,0.533623,0.406919,0.080062,0.130159,0.256944,0.243056,0.040000,0.231180,3,3,3
20,5_2_6,seq_ABC,static,1,S=0,28,0.000000,0.433333,0.226667,0.257576,0.484680,0.329874,0.210884,0.717581,0.719250,0.433114,0.372349,0.097222,0.083333,0.020000,0.234757,0,0,0
21,5_2_6,seq_ABC,static,0,no_conv,,2.888889,0.733333,0.706667,,3.321341,1.073341,0.666667,0.747278,0.636751,0.388904,0.097640,0.319444,0.312500,0.033333,0.446297,1,0,4
22,5_2_6,seq_ABC,static,0,no_conv,,2.000000,0.780000,0.826667,,5.968173,1.293596,0.571429,0.800803,0.755666,0.598257,0.064224,0.277778,0.263889,0.020000,0.511568,8,8,5
23,5_2_6,seq_ABC,static,0,no_conv,,0.888889,0.720000,0.733333,,3.424763,1.042716,0.585034,0.701868,0.530312,0.380824,0.061319,0.222222,0.208333,0.020000,0.367581,5,5,7
24,5_2_6,seq_ABC,static,1,other_conv,49,0.000000,0.566667,0.520000,0.333333,1.944500,0.772461,0.557823,0.545010,0.325317,0.150380,0.142906,0.236111,0.229167,0.060000,0.318967,4,4,4
25,5_2_6,seq_ABC,static,1,S=0,34,0.000000,0.100000,0.026667,0.000000,0.169785,0.060876,0.115646,0.694131,0.734128,-0.064441,0.241528,0.041667,0.034722,0.053333,0.112132,0,0,0
26,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.773333,0.786667,,3.958156,1.264126,0.489796,0.627272,0.547773,0.282769,0.180447,0.222222,0.215278,0.040000,0.302184,0,0,1
27,5_2_6,seq_ABC,static,1,S=0,18,0.000000,0.220000,0.000000,0.010417,0.065615,0.024552,0.204082,0.664602,0.607798,0.285114,0.561657,0.076389,0.055556,0.020000,0.259596,0,0,0
28,5_2_6,seq_ABC,static,1,S=0,46,0.000000,0.713333,0.786667,0.666667,3.078538,1.173876,0.367347,0.735310,0.706579,0.541118,0.225494,0.159722,0.152778,0.020000,0.374620,0,0,0
29,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.620000,0.626667,,4.739919,1.008504,0.612245,0.532276,0.410315,0.270698,0.113485,0.291667,0.277778,0.040000,0.341449,2,2,1
30,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.546667,0.506667,,2.484846,0.726096,0.639456,0.349294,0.293393,0.009124,0.103306,0.326389,0.319444,0.053333,0.192122,2,2,1
31,5_2_6,seq_ABC,static,1,S=0,35,0.000000,0.493333,0.333333,0.311111,0.676794,0.462081,0.163265,0.647536,0.523423,0.364569,0.445652,0.027778,0.020833,0.020000,0.180314,0,0,0
32,5_2_6,seq_ABC,static,1,other_conv,49,0.000000,0.666667,0.733333,0.333333,3.021114,1.064846,0.591837,0.501130,0.442567,0.336167,0.096660,0.326389,0.312500,0.020000,0.313569,5,5,5
33,5_2_6,seq_ABC,static,1,S=0,49,0.000000,0.466667,0.426667,0.333333,1.946408,0.698663,0.278912,0.686618,0.638481,0.424852,0.396310,0.097222,0.083333,0.046667,0.332831,0,0,0
34,5_2_6,seq_ABC,static,0,no_conv,,0.666667,0.640000,0.706667,,3.517249,1.206156,0.517007,0.644525,0.555459,0.333800,0.221893,0.256944,0.243056,0.026667,0.343453,0,1,2
35,5_2_6,seq_ABC,static,1,S=0,35,0.000000,0.480000,0.293333,0.222222,0.598449,0.411677,0.231293,0.797804,0.657398,0.288246,0.320086,0.062500,0.062500,0.033333,0.248309,0,0,0
36,5_2_6,seq_ABC,static,1,S=0,27,0.000000,0.453333,0.186667,0.159420,0.439102,0.238337,0.306122,0.804031,0.695319,0.515517,0.478388,0.118056,0.111111,0.020000,0.378204,0,0,0
37,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.780000,0.773333,,3.292599,1.211304,0.455782,0.758667,0.677652,0.591165,0.045101,0.201389,0.201389,0.020000,0.409075,0,0,1
38,5_2_6,seq_ABC,static,1,S=0,28,0.000000,0.460000,0.373333,0.333333,1.870417,0.685459,0.170068,0.649091,0.572613,0.296598,0.118098,0.048611,0.041667,0.026667,0.181184,0,0,0
39,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.566667,0.480000,,2.782290,0.835791,0.530612,0.625094,0.503253,0.370523,0.060641,0.263889,0.256944,0.020000,0.310108,1,1,0
40,5_2_6,seq_ABC,static,1,S=0,37,0.000000,0.393333,0.093333,0.025641,0.286746,0.140085,0.244898,0.685330,0.680584,0.512724,0.637834,0.118056,0.104167,0.020000,0.329448,0,0,0
41,5_2_6,seq_ABC,static,0,no_conv,,0.888889,0.673333,0.626667,,3.645749,0.956472,0.646259,0.554893,0.465418,0.287826,0.066254,0.347222,0.333333,0.020000,0.266570,2,2,0
42,5_2_6,seq_ABC,static,1,S=0,33,0.000000,0.400000,0.173333,0.039216,0.362715,0.220421,0.251701,0.739774,0.666591,0.586187,0.361407,0.097222,0.090278,0.020000,0.289380,0,0,0
43,5_2_6,seq_ABC,static,1,other_conv,49,0.000000,0.586667,0.413333,0.000000,1.686853,0.703530,0.639456,0.444767,0.263871,0.069746,0.046509,0.312500,0.305556,0.093333,0.231229,3,3,3
44,5_2_6,seq_ABC,static,1,S=0,32,0.000000,0.146667,0.053333,0.000000,0.160012,0.081758,0.156463,0.625313,0.469354,0.523169,0.255610,0.076389,0.062500,0.026667,0.146946,0,0,0
45,5_2_6,seq_ABC,static,1,S=0,20,0.000000,0.393333,0.360000,0.366667,0.954678,0.566391,0.102041,0.621271,0.486849,0.776285,0.638465,0.041667,0.034722,0.020000,0.117901,0,0,0
46,5_2_6,seq_ABC,static,1,S=0,44,0.000000,0.693333,0.613333,0.666667,2.626422,0.903137,0.401361,0.673461,0.510262,0.506083,0.051668,0.173611,0.173611,0.106667,0.394025,0,0,0
47,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.746667,0.773333,,3.045677,1.186164,0.435374,0.762036,0.681445,0.582561,0.053569,0.180556,0.173611,0.020000,0.441657,1,0,0
48,5_2_6,seq_ABC,static,1,S=0,49,0.000000,0.580000,0.533333,0.666667,2.705138,0.834526,0.326531,0.613586,0.568922,0.412538,0.233675,0.131944,0.118056,0.026667,0.270426,0,0,0
49,5_2_6,seq_ABC,static,1,S=0,20,0.000000,0.286667,0.120000,0.144444,0.254132,0.148106,0.136054,0.710440,0.667433,0.388088,0.457457,0.048611,0.041667,0.020000,0.225370,0,0,0
50,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.633333,0.586667,,3.501647,0.928460,0.605442,0.784527,0.645499,0.430965,0.202548,0.291667,0.284722,0.040000,0.470922,6,6,5
51,5_2_6,seq_ABC,static,1,S=0,25,0.000000,0.613333,0.573333,0.573333,1.267028,0.821528,0.299320,0.734383,0.623535,0.739313,0.318637,0.104167,0.097222,0.020000,0.418054,0,0,0
52,5_2_6,seq_ABC,static,1,S=0,22,0.000000,0.473333,0.333333,0.345238,0.721054,0.494619,0.224490,0.555924,0.456448,0.070458,0.533163,0.104167,0.104167,0.020000,0.167573,0,0,0
53,5_2_6,seq_ABC,static,1,S=0,34,0.000000,0.280000,0.186667,0.083333,0.405439,0.241744,0.115646,0.538594,0.472596,0.043355,0.363548,0.055556,0.048611,0.053333,0.081561,0,0,0
54,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.613333,0.600000,,3.338907,1.065560,0.557823,0.539902,0.286247,0.210444,-0.067386,0.236111,0.229167,0.020000,0.305320,3,4,3
55,5_2_6,seq_ABC,static,1,other_conv,49,0.000000,0.613333,0.600000,0.333333,2.228074,0.974620,0.455782,0.571264,0.413596,0.321696,0.078204,0.194444,0.180556,0.020000,0.329674,4,4,4
56,5_2_6,seq_ABC,static,1,S=0,41,0.000000,0.613333,0.560000,0.370370,1.896856,0.844948,0.346939,0.796252,0.741426,0.341634,0.228530,0.111111,0.104167,0.040000,0.392917,0,0,0
57,5_2_6,seq_ABC,static,1,S=0,40,0.000000,0.666667,0.560000,0.400000,0.991685,0.684782,0.224490,0.584614,0.570640,0.049834,0.298629,0.090278,0.083333,0.026667,0.163724,0,0,0
58,5_2_6,seq_ABC,static,1,S=0,43,0.000000,0.440000,0.320000,0.238095,0.698828,0.397126,0.292517,0.673195,0.536969,0.489920,0.244859,0.118056,0.118056,0.020000,0.251694,0,0,0
59,5_2_6,seq_ABC,static,1,S=0,27,0.000000,0.340000,0.186667,0.188406,0.317494,0.201967,0.149660,0.653865,0.723395,0.274495,0.445930,0.055556,0.034722,0.033333,0.213184,0,0,0
60,5_2_6,seq_ABC,static,1,S=0,17,0.000000,0.353333,0.133333,0.171717,0.285202,0.174793,0.149660,0.709887,0.743783,0.309671,0.310077,0.062500,0.048611,0.020000,0.206022,0,0,0
61,5_2_6,seq_ABC,static,0,no_conv,,0.888889,0.613333,0.600000,,2.897815,0.896899,0.639456,0.633590,0.434112,0.445000,0.159610,0.312500,0.298611,0.080000,0.368032,5,7,7
62,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.720000,0.773333,,3.946990,1.318460,0.489796,0.704781,0.674227,0.420415,0.262101,0.236111,0.222222,0.033333,0.378830,0,0,1
63,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.620000,0.693333,,5.253844,1.061748,0.605442,0.668975,0.573813,0.434504,0.236625,0.277778,0.263889,0.020000,0.457459,2,1,1
64,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.406667,0.320000,,1.303688,0.568512,0.564626,0.293482,0.232284,0.152826,-0.001361,0.319444,0.305556,0.060000,0.254919,3,3,4
65,5_2_6,seq_ABC,static,1,S=0,30,0.000000,0.660000,0.666667,0.650000,1.500954,0.871789,0.326531,0.844741,0.791238,0.705886,0.126450,0.138889,0.125000,0.020000,0.501106,0,0,0
66,5_2_6,seq_ABC,static,1,S=0,49,0.000000,0.720000,0.746667,1.000000,3.953876,1.212027,0.632653,0.581190,0.411188,0.289543,0.158190,0.263889,0.256944,0.040000,0.247193,0,0,0
67,5_2_6,seq_ABC,static,0,no_conv,,1.555556,0.793333,0.826667,,5.801909,1.144355,0.632653,0.703881,0.584608,0.427749,0.101552,0.250000,0.243056,0.026667,0.474745,0,2,3
68,5_2_6,seq_ABC,static,1,S=0,30,0.000000,0.280000,0.026667,0.000000,0.127865,0.060437,0.204082,0.638302,0.433058,0.609687,0.549664,0.062500,0.062500,0.020000,0.275974,0,0,0
69,5_2_6,seq_ABC,static,1,S=0,21,0.000000,0.606667,0.466667,0.528736,0.786795,0.561937,0.244898,0.616100,0.686172,0.666396,0.180759,0.145833,0.131944,0.020000,0.358833,0,0,0
70,5_2_6,seq_ABC,static,1,S=0,27,0.000000,0.446667,0.253333,0.231884,0.401054,0.279001,0.224490,0.794373,0.672948,0.530382,0.468740,0.083333,0.083333,0.026667,0.262949,0,0,0
71,5_2_6,seq_ABC,static,1,S=0,11,0.000000,0.293333,0.080000,0.196581,0.201481,0.114801,0.136054,0.692836,0.820885,0.467886,0.704371,0.062500,0.041667,0.020000,0.215769,0,0,0
72,5_2_6,seq_ABC,static,1,S=0,35,0.000000,0.713333,0.680000,0.688889,1.556199,0.933624,0.380952,0.645711,0.445429,0.378159,0.246095,0.118056,0.118056,0.033333,0.322867,0,0,0
73,5_2_6,seq_ABC,static,1,S=0,44,0.000000,0.706667,0.653333,0.500000,1.935001,0.965765,0.292517,0.561528,0.499797,0.362802,0.193965,0.111111,0.104167,0.040000,0.316065,0,0,0
74,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.586667,0.586667,,2.231826,0.904843,0.387755,0.686409,0.688418,0.633664,0.329142,0.187500,0.173611,0.020000,0.490057,1,0,0
75,5_2_6,seq_ABC,static,1,S=0,49,0.000000,0.606667,0.453333,0.333333,1.306628,0.678141,0.367347,0.691182,0.602708,0.584068,0.233572,0.138889,0.138889,0.020000,0.429318,0,0,0
76,5_2_6,seq_ABC,static,0,no_conv,,0.888889,0.693333,0.640000,,3.131776,0.972466,0.523810,0.741156,0.601599,0.390204,0.078760,0.194444,0.187500,0.020000,0.431791,4,4,2
77,5_2_6,seq_ABC,static,0,no_conv,,0.222222,0.773333,0.706667,,4.311811,1.084727,0.428571,0.594567,0.304328,0.275350,0.350192,0.166667,0.166667,0.100000,0.359348,0,1,1
78,5_2_6,seq_ABC,static,1,S=0,30,0.000000,0.526667,0.453333,0.466667,0.743966,0.480678,0.224490,0.653683,0.654368,0.446455,0.174820,0.104167,0.097222,0.026667,0.230471,0,0,0
79,5_2_6,seq_ABC,static,1,S=0,39,0.000000,0.513333,0.200000,0.000000,0.388725,0.259270,0.149660,0.807897,0.803472,0.221086,0.667123,0.048611,0.048611,0.020000,0.189820,0,0,0
80,5_2_6,seq_ABC,static,1,S=0,36,0.000000,0.366667,0.066667,0.000000,0.215584,0.123094,0.238095,0.862990,0.769683,0.468781,0.636698,0.083333,0.069444,0.020000,0.342786,0,0,0
81,5_2_6,seq_ABC,static,1,S=0,33,0.000000,0.673333,0.640000,0.666667,1.556955,0.989538,0.333333,0.620499,0.587602,0.328951,0.042073,0.152778,0.138889,0.020000,0.206770,0,0,0
