seed,env_init,schedule,observer,lambda,alignment_occupancy_half,final20_aligned,longest_aligned_run,terminal_aligned,time_to_permanent_alignment,censored_permanent,misID_act_half,NLL_act_half,Brier_act_half,observer_entropy_half,endpoint_regime,any_full_rsi,terminal_full_rsi,snap_var_final
1140,5_2_6,seq_ABC,filter_l0.00,0.00,0.18000000,0,13,0,,1,0.44333333,4.34172111,0.74462743,0.26410785,not_aligned,0,0,0.22222222
1140,5_2_6,seq_ABC,filter_l0.02,0.02,0.83000000,0,22,1,181,0,0.10333333,0.38255999,0.17033579,0.34423185,S=0,0,0,0.00000000
1140,5_2_6,seq_ABC,filter_l0.05,0.05,0.55000000,0,13,1,199,0,0.40666667,1.02284546,0.53871833,0.93660613,S=8,0,0,0.22222222
1140,5_2_6,seq_ABC,filter_l0.10,0.10,0.52000000,0,16,1,199,0,0.53333333,1.18707641,0.60913190,1.16768866,S=8,0,0,0.22222222
1140,5_2_6,seq_ABC,filter_l0.20,0.20,0.51000000,0,7,1,199,0,0.53000000,1.25547676,0.63056907,1.34579610,S=8,0,0,0.22222222
1140,5_2_6,seq_ABC,filter_l0.50,0.50,0.55000000,0,15,1,199,0,0.36333333,1.10388542,0.51822076,1.45542112,S=0,0,0,0.22222222
1140,5_2_6,seq_ABC,filter_l1.00,1.00,0.28000000,0,8,0,,1,0.56000000,1.59764127,0.69013417,1.74434797,not_aligned,0,0,0.22222222
1141,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1141,5_2_6,sync,smooth,,0.48000000,0,12,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,1.55555556
1141,5_2_6,sync,filter_l0.00,0.00,1.00000000,1,154,1,46,0,0.00000000,0.00270119,0.00051907,0.00944770,S=0,0,0,0.00000000
1141,5_2_6,sync,filter_l0.02,0.02,0.86000000,0,18,1,198,0,0.12333333,0.37947556,0.18415352,0.42558485,S=0,0,0,0.00000000
1141,5_2_6,sync,filter_l0.05,0.05,0.81000000,0,11,0,,1,0.17000000,0.51946435,0.25206129,0.65414154,not_aligned,0,0,0.00000000
1141,5_2_6,sync,filter_l0.10,0.10,0.79000000,0,16,1,198,0,0.20000000,0.64413536,0.29855414,0.86859688,S=0,0,0,0.00000000
1141,5_2_6,sync,filter_l0.20,0.20,0.60000000,0,16,1,199,0,0.31000000,0.94014381,0.45254542,1.18121467,S=0,0,0,0.22222222
1141,5_2_6,sync,filter_l0.50,0.50,0.35000000,0,6,0,,1,0.49000000,1.32489750,0.61109182,1.56638007,not_aligned,0,0,1.55555556
1141,5_2_6,sync,filter_l1.00,1.00,0.22000000,0,6,0,,1,0.62000000,1.69750012,0.73302959,1.78298884,not_aligned,0,0,0.88888889
1141,5_2_6,seq_ABC,hard,,1.00000000,1,189,1,11,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1141,5_2_6,seq_ABC,smooth,,0.38000000,0,12,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,1.55555556
1141,5_2_6,seq_ABC,filter_l0.00,0.00,1.00000000,1,134,1,66,0,0.00666667,0.01615844,0.00910037,0.02821949,S=0,0,0,0.00000000
1141,5_2_6,seq_ABC,filter_l0.02,0.02,0.86000000,0,16,1,198,0,0.14000000,0.39455843,0.19773669,0.44622383,S=0,0,0,0.00000000
1141,5_2_6,seq_ABC,filter_l0.05,0.05,0.82000000,0,16,1,199,0,0.18333333,0.54426685,0.26679547,0.68074683,S=0,0,0,0.22222222
1141,5_2_6,seq_ABC,filter_l0.10,0.10,0.79000000,0,16,0,,1,0.20666667,0.67177435,0.31547977,0.88297394,not_aligned,0,0,0.00000000
1141,5_2_6,seq_ABC,filter_l0.20,0.20,0.64000000,0,16,0,,1,0.35000000,0.94229689,0.45329281,1.18654675,not_aligned,0,0,1.55555556
1141,5_2_6,seq_ABC,filter_l0.50,0.50,0.38000000,0,7,0,,1,0.51000000,1.32345968,0.60757754,1.56083131,not_aligned,0,0,0.88888889
1141,5_2_6,seq_ABC,filter_l1.00,1.00,0.35000000,0,6,0,,1,0.61000000,1.65458544,0.71307513,1.76774092,not_aligned,0,0,1.55555556
1142,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1142,5_2_6,sync,smooth,,0.32000000,0,9,1,197,0,0.00000000,0.80632360,0.34466183,1.83838903,S=0,0,0,0.00000000
1142,5_2_6,sync,filter_l0.00,0.00,1.00000000,1,175,1,25,0,0.00000000,0.00018623,0.00000073,0.00140910,S=0,0,0,0.00000000
1142,5_2_6,sync,filter_l0.02,0.02,0.90000000,0,20,1,196,0,0.03333333,0.21559410,0.08342533,0.36570983,S=0,0,0,0.00000000
1142,5_2_6,sync,filter_l0.05,0.05,0.90000000,0,18,1,196,0,0.05333333,0.31638231,0.13335230,0.62602187,S=0,0,0,0.00000000
1142,5_2_6,sync,filter_l0.10,0.10,0.86000000,0,40,1,196,0,0.15666667,0.55265456,0.26307112,0.88600111,S=0,0,0,0.00000000
1142,5_2_6,sync,filter_l0.20,0.20,0.79000000,0,16,1,198,0,0.25000000,0.83182181,0.39314657,1.14772004,S=0,0,0,0.00000000
1142,5_2_6,sync,filter_l0.50,0.50,0.59000000,0,13,1,199,0,0.43333333,1.25075309,0.57196654,1.50294295,S=0,0,0,0.22222222
1142,5_2_6,sync,filter_l1.00,1.00,0.25000000,0,5,0,,1,0.63000000,1.70334121,0.72991978,1.74829132,not_aligned,0,0,0.66666667
1142,5_2_6,seq_ABC,hard,,1.00000000,1,195,1,5,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1142,5_2_6,seq_ABC,smooth,,0.25000000,0,10,1,198,0,0.00000000,0.80632360,0.34466183,1.83838903,S=0,0,0,0.00000000
1142,5_2_6,seq_ABC,filter_l0.00,0.00,1.00000000,1,175,1,25,0,0.00000000,0.00018623,0.00000073,0.00140910,S=0,0,0,0.00000000
1142,5_2_6,seq_ABC,filter_l0.02,0.02,0.91000000,0,33,1,196,0,0.03000000,0.21038707,0.07986026,0.36398972,S=0,0,0,0.00000000
1142,5_2_6,seq_ABC,filter_l0.05,0.05,0.91000000,0,33,1,196,0,0.05000000,0.31178201,0.13145843,0.61907489,S=0,0,0,0.00000000
1142,5_2_6,seq_ABC,filter_l0.10,0.10,0.86000000,0,22,1,196,0,0.13000000,0.50731636,0.23802488,0.87083043,S=0,0,0,0.00000000
1142,5_2_6,seq_ABC,filter_l0.20,0.20,0.74000000,0,15,1,198,0,0.25333333,0.83971315,0.39877817,1.15949886,S=0,0,0,0.00000000
1142,5_2_6,seq_ABC,filter_l0.50,0.50,0.60000000,0,14,1,199,0,0.44666667,1.24480902,0.56888997,1.50345877,S=0,0,0,0.22222222
1142,5_2_6,seq_ABC,filter_l1.00,1.00,0.22000000,0,5,0,,1,0.63000000,1.71972105,0.73815179,1.75936924,not_aligned,0,0,0.66666667
1143,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1143,5_2_6,sync,smooth,,0.43000000,0,16,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,0.22222222
1143,5_2_6,sync,filter_l0.00,0.00,0.57000000,1,32,1,168,0,0.83333333,3.96540689,1.33051020,0.36546274,S=0,0,0,0.00000000
1143,5_2_6,sync,filter_l0.02,0.02,0.90000000,0,21,0,,1,0.06666667,0.27353361,0.12935564,0.46948909,not_aligned,0,0,0.00000000
1143,5_2_6,sync,filter_l0.05,0.05,0.85000000,0,29,0,,1,0.09000000,0.37571467,0.17574538,0.69414663,not_aligned,0,0,0.22222222
1143,5_2_6,sync,filter_l0.10,0.10,0.84000000,0,21,0,,1,0.19000000,0.59350956,0.29941549,0.92322861,not_aligned,0,0,0.22222222
1143,5_2_6,sync,filter_l0.20,0.20,0.72000000,0,10,0,,1,0.32000000,0.86959411,0.43664238,1.16755089,not_aligned,0,0,0.22222222
1143,5_2_6,sync,filter_l0.50,0.50,0.51000000,0,6,0,,1,0.49000000,1.27833387,0.60830568,1.51735028,not_aligned,0,0,0.88888889
1143,5_2_6,sync,filter_l1.00,1.00,0.12000000,0,4,1,199,0,0.64333333,1.66385395,0.73334922,1.77818511,S=8,0,0,0.22222222
1143,5_2_6,seq_ABC,hard,,1.00000000,1,183,1,17,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1143,5_2_6,seq_ABC,smooth,,0.59000000,0,18,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,1.55555556
1143,5_2_6,seq_ABC,filter_l0.00,0.00,0.03000000,0,1,0,,1,0.54000000,6.72033092,0.97432159,0.20891070,not_aligned,0,0,0.66666667
1143,5_2_6,seq_ABC,filter_l0.02,0.02,0.94000000,0,22,0,,1,0.02666667,0.21669008,0.08408563,0.43465886,not_aligned,0,0,0.00000000
1143,5_2_6,seq_ABC,filter_l0.05,0.05,0.85000000,0,29,0,,1,0.09666667,0.39466362,0.18595743,0.69640424,not_aligned,0,0,0.22222222
1143,5_2_6,seq_ABC,filter_l0.10,0.10,0.83000000,0,25,0,,1,0.21000000,0.62326238,0.31807057,0.92972880,not_aligned,0,0,0.22222222
1143,5_2_6,seq_ABC,filter_l0.20,0.20,0.50000000,0,14,0,,1,0.50000000,1.11552215,0.57932583,1.23902499,not_aligned,0,0,0.22222222
1143,5_2_6,seq_ABC,filter_l0.50,0.50,0.54000000,0,6,1,199,0,0.49333333,1.29590713,0.62304572,1.52879728,other_aligned,0,0,0.88888889
1143,5_2_6,seq_ABC,filter_l1.00,1.00,0.20000000,0,4,0,,1,0.66333333,1.74702791,0.76566991,1.81216150,not_aligned,0,0,1.55555556
1144,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1144,5_2_6,sync,smooth,,0.29000000,0,23,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,1.55555556
1144,5_2_6,sync,filter_l0.00,0.00,1.00000000,1,149,1,51,0,0.00000000,0.00038252,0.00000447,0.00252743,S=0,0,0,0.00000000
1144,5_2_6,sync,filter_l0.02,0.02,0.92000000,0,26,1,191,0,0.02666667,0.17241801,0.06080732,0.28829115,S=0,0,0,0.00000000
1144,5_2_6,sync,filter_l0.05,0.05,0.88000000,0,23,1,193,0,0.04333333,0.28263825,0.11105243,0.54291243,S=0,0,0,0.00000000
1144,5_2_6,sync,filter_l0.10,0.10,0.76000000,0,12,1,191,0,0.11333333,0.48714601,0.22532885,0.81523021,S=0,0,0,0.00000000
1144,5_2_6,sync,filter_l0.20,0.20,0.66000000,0,17,1,199,0,0.21333333,0.75273004,0.36574419,1.09938528,S=0,0,0,0.22222222
1144,5_2_6,sync,filter_l0.50,0.50,0.46000000,0,11,1,198,0,0.41666667,1.20421987,0.57168428,1.47615654,S=0,0,0,0.00000000
1144,5_2_6,sync,filter_l1.00,1.00,0.21000000,0,5,1,196,0,0.59333333,1.59759848,0.70452067,1.74920728,S=0,0,0,0.00000000
1144,5_2_6,seq_ABC,hard,,1.00000000,1,184,1,16,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1144,5_2_6,seq_ABC,smooth,,0.42000000,0,15,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,1.55555556
1144,5_2_6,seq_ABC,filter_l0.00,0.00,1.00000000,1,149,1,51,0,0.00000000,0.00034348,0.00000423,0.00226512,S=0,0,0,0.00000000
1144,5_2_6,seq_ABC,filter_l0.02,0.02,0.92000000,0,23,1,191,0,0.02666667,0.17967656,0.06309460,0.29652173,S=0,0,0,0.00000000
1144,5_2_6,seq_ABC,filter_l0.05,0.05,0.84000000,0,17,1,191,0,0.06000000,0.32249232,0.13788343,0.55525127,S=0,0,0,0.00000000
1144,5_2_6,seq_ABC,filter_l0.10,0.10,0.77000000,0,15,1,193,0,0.11666667,0.49328950,0.22943488,0.81079745,S=0,0,0,0.00000000
1144,5_2_6,seq_ABC,filter_l0.20,0.20,0.59000000,0,13,0,,1,0.25666667,0.80843974,0.40250301,1.12486419,not_aligned,0,0,0.22222222
1144,5_2_6,seq_ABC,filter_l0.50,0.50,0.43000000,0,8,1,194,0,0.44666667,1.22427869,0.58597689,1.48024325,S=0,0,0,0.00000000
1144,5_2_6,seq_ABC,filter_l1.00,1.00,0.19000000,0,9,0,,1,0.58333333,1.61442946,0.71337154,1.76754653,not_aligned,0,0,0.88888889
1145,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1145,5_2_6,sync,smooth,,0.46000000,0,7,1,199,0,0.00000000,0.80632360,0.34466183,1.83838903,S=0,0,0,0.22222222
1145,5_2_6,sync,filter_l0.00,0.00,1.00000000,1,109,1,91,0,0.00000000,0.00675544,0.00113156,0.02412801,S=0,0,0,0.00000000
1145,5_2_6,sync,filter_l0.02,0.02,0.88000000,0,20,1,198,0,0.04333333,0.23896846,0.10143977,0.35605892,S=0,0,0,0.00000000
1145,5_2_6,sync,filter_l0.05,0.05,0.79000000,0,16,1,198,0,0.12333333,0.43511966,0.20868208,0.64764233,S=0,0,0,0.00000000
1145,5_2_6,sync,filter_l0.10,0.10,0.71000000,0,16,1,198,0,0.22333333,0.66595195,0.33868989,0.90800461,S=0,0,0,0.00000000
1145,5_2_6,sync,filter_l0.20,0.20,0.59000000,0,12,0,,1,0.33000000,0.94814489,0.46634197,1.26281564,not_aligned,0,0,0.00000000
1145,5_2_6,sync,filter_l0.50,0.50,0.44000000,0,9,0,,1,0.46333333,1.26072486,0.58980456,1.51673426,not_aligned,0,0,0.88888889
1145,5_2_6,sync,filter_l1.00,1.00,0.21000000,0,5,0,,1,0.61333333,1.69572220,0.73615086,1.77770772,not_aligned,0,0,0.66666667
1145,5_2_6,seq_ABC,hard,,1.00000000,1,195,1,5,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1145,5_2_6,seq_ABC,smooth,,0.34000000,0,7,1,197,0,0.00000000,0.80632360,0.34466183,1.83838903,S=8,0,0,0.00000000
1145,5_2_6,seq_ABC,filter_l0.00,0.00,0.01000000,0,2,0,,1,0.63333333,9.29670281,1.21921364,0.09308748,not_aligned,0,0,0.22222222
1145,5_2_6,seq_ABC,filter_l0.02,0.02,0.88000000,0,20,1,198,0,0.04333333,0.23880254,0.09925543,0.34938298,S=0,0,0,0.00000000
1145,5_2_6,seq_ABC,filter_l0.05,0.05,0.78000000,0,16,1,198,0,0.12666667,0.43197951,0.20645671,0.64742160,S=0,0,0,0.00000000
1145,5_2_6,seq_ABC,filter_l0.10,0.10,0.70000000,0,33,1,198,0,0.18333333,0.60331864,0.29353429,0.88277427,S=0,0,0,0.00000000
1145,5_2_6,seq_ABC,filter_l0.20,0.20,0.61000000,0,17,0,,1,0.28000000,0.88276426,0.42787128,1.16900875,not_aligned,0,0,0.66666667
1145,5_2_6,seq_ABC,filter_l0.50,0.50,0.37000000,0,11,0,,1,0.48666667,1.28718391,0.60214894,1.52621054,not_aligned,0,0,0.88888889
1145,5_2_6,seq_ABC,filter_l1.00,1.00,0.26000000,0,4,0,,1,0.60666667,1.63363983,0.71085471,1.75308373,not_aligned,0,0,0.66666667
1146,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1146,5_2_6,sync,smooth,,0.46000000,0,10,1,198,0,0.00000000,0.80632360,0.34466183,1.83838903,S=0,0,0,0.00000000
1146,5_2_6,sync,filter_l0.00,0.00,0.74000000,1,74,1,126,0,0.13666667,2.01852696,0.27325767,0.00042073,other_aligned,0,0,0.00000000
1146,5_2_6,sync,filter_l0.02,0.02,0.77000000,0,42,1,196,0,0.19333333,0.60731178,0.30462524,0.63787475,S=0,0,0,0.00000000
1146,5_2_6,sync,filter_l0.05,0.05,0.50000000,0,25,1,196,0,0.44000000,1.13565029,0.58422867,0.93828338,S=0,0,0,0.00000000
1146,5_2_6,sync,filter_l0.10,0.10,0.47000000,0,15,1,195,0,0.49333333,1.21870733,0.62481508,1.13459167,S=0,0,0,0.00000000
1146,5_2_6,sync,filter_l0.20,0.20,0.39000000,0,25,1,198,0,0.54333333,1.33256313,0.63376704,1.39626407,other_aligned,0,0,0.00000000
1146,5_2_6,sync,filter_l0.50,0.50,0.57000000,0,13,1,195,0,0.42666667,1.16666795,0.55683587,1.46984479,other_aligned,0,0,0.00000000
1146,5_2_6,sync,filter_l1.00,1.00,0.16000000,0,3,0,,1,0.63666667,1.74731240,0.74588724,1.78822560,not_aligned,0,0,1.55555556
1146,5_2_6,seq_ABC,hard,,1.00000000,1,189,1,11,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1146,5_2_6,seq_ABC,smooth,,0.56000000,0,12,1,193,0,0.00000000,0.80632360,0.34466183,1.83838903,S=0,0,0,0.00000000
1146,5_2_6,seq_ABC,filter_l0.00,0.00,0.45000000,0,23,0,,1,0.42000000,4.96064543,0.78392450,0.10606255,not_aligned,0,0,0.22222222
1146,5_2_6,seq_ABC,filter_l0.02,0.02,0.94000000,0,61,0,,1,0.03333333,0.17416237,0.06749472,0.32512068,not_aligned,0,0,0.00000000
1146,5_2_6,seq_ABC,filter_l0.05,0.05,0.83000000,0,29,0,,1,0.08333333,0.35804907,0.16619780,0.59029426,not_aligned,0,0,0.00000000
1146,5_2_6,seq_ABC,filter_l0.10,0.10,0.88000000,0,32,0,,1,0.11000000,0.43358749,0.20242489,0.81600912,not_aligned,0,0,0.00000000
1146,5_2_6,seq_ABC,filter_l0.20,0.20,0.52000000,0,25,1,198,0,0.51333333,1.26825560,0.60510840,1.31080539,S=0,0,0,0.00000000
1146,5_2_6,seq_ABC,filter_l0.50,0.50,0.28000000,0,5,1,198,0,0.58000000,1.51825263,0.69158319,1.64799552,S=0,0,0,0.00000000
1146,5_2_6,seq_ABC,filter_l1.00,1.00,0.15000000,0,4,0,,1,0.68000000,1.78160023,0.76791961,1.81165005,not_aligned,0,0,0.88888889
1147,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1147,5_2_6,sync,smooth,,0.15000000,0,13,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,0.22222222
1147,5_2_6,sync,filter_l0.00,0.00,0.81000000,1,65,1,135,0,0.06666667,0.91616015,0.13330111,0.00242927,other_aligned,0,0,0.00000000
1147,5_2_6,sync,filter_l0.02,0.02,0.85000000,0,25,1,195,0,0.05333333,0.29122325,0.12212496,0.37364241,S=0,0,0,0.00000000
1147,5_2_6,sync,filter_l0.05,0.05,0.84000000,0,25,1,195,0,0.06666667,0.39629553,0.18520333,0.63568271,S=0,0,0,0.00000000
1147,5_2_6,sync,filter_l0.10,0.10,0.80000000,0,30,1,197,0,0.15666667,0.57431292,0.29228485,0.87970724,S=0,0,0,0.00000000
1147,5_2_6,sync,filter_l0.20,0.20,0.58000000,0,14,1,199,0,0.34000000,0.89619823,0.46982110,1.17893281,S=0,0,0,0.22222222
1147,5_2_6,sync,filter_l0.50,0.50,0.33000000,0,14,0,,1,0.49333333,1.28587678,0.62676658,1.50866213,not_aligned,0,0,0.88888889
1147,5_2_6,sync,filter_l1.00,1.00,0.08000000,0,9,0,,1,0.67000000,1.66873151,0.74459420,1.78232205,not_aligned,0,0,1.55555556
1147,5_2_6,seq_ABC,hard,,1.00000000,1,195,1,5,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1147,5_2_6,seq_ABC,smooth,,0.35000000,0,11,1,198,0,0.00000000,0.80632360,0.34466183,1.83838903,S=0,0,0,0.00000000
1147,5_2_6,seq_ABC,filter_l0.00,0.00,0.34000000,0,6,0,,1,0.35000000,3.18935682,0.59065774,0.23352765,not_aligned,0,0,0.88888889
1147,5_2_6,seq_ABC,filter_l0.02,0.02,0.86000000,0,24,1,195,0,0.05000000,0.27840585,0.11520096,0.36385965,S=0,0,0,0.00000000
1147,5_2_6,seq_ABC,filter_l0.05,0.05,0.85000000,0,40,1,195,0,0.06333333,0.38332396,0.17810955,0.62202026,S=0,0,0,0.00000000
1147,5_2_6,seq_ABC,filter_l0.10,0.10,0.78000000,0,19,1,197,0,0.15000000,0.56250509,0.28365671,0.87181317,S=0,0,0,0.00000000
1147,5_2_6,seq_ABC,filter_l0.20,0.20,0.61000000,0,21,1,199,0,0.37000000,0.92785466,0.48311649,1.16036339,S=0,0,0,0.22222222
1147,5_2_6,seq_ABC,filter_l0.50,0.50,0.36000000,0,13,0,,1,0.50000000,1.29271965,0.62466524,1.51887646,not_aligned,0,0,0.88888889
1147,5_2_6,seq_ABC,filter_l1.00,1.00,0.19000000,0,5,0,,1,0.67333333,1.69846107,0.75346893,1.78982910,not_aligned,0,0,0.88888889
1148,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1148,5_2_6,sync,smooth,,0.52000000,0,10,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,0.22222222
1148,5_2_6,sync,filter_l0.00,0.00,0.92000000,1,88,1,112,0,0.41666667,1.31949539,0.67429055,0.20628840,S=8,0,0,0.00000000
1148,5_2_6,sync,filter_l0.02,0.02,0.90000000,0,42,1,189,0,0.06666667,0.28685704,0.12605654,0.43216446,S=8,0,0,0.00000000
1148,5_2_6,sync,filter_l0.05,0.05,0.82000000,0,16,1,196,0,0.11666667,0.48333297,0.22090513,0.67545755,S=8,0,0,0.00000000
1148,5_2_6,sync,filter_l0.10,0.10,0.77000000,0,15,1,195,0,0.19333333,0.66374164,0.31957425,0.94190740,S=8,0,0,0.00000000
1148,5_2_6,sync,filter_l0.20,0.20,0.61000000,0,16,1,197,0,0.28666667,0.90823887,0.43765715,1.20609204,S=8,0,0,0.00000000
1148,5_2_6,sync,filter_l0.50,0.50,0.39000000,0,4,1,197,0,0.48000000,1.29530743,0.60472343,1.51768569,S=8,0,0,0.00000000
1148,5_2_6,sync,filter_l1.00,1.00,0.22000000,0,4,1,199,0,0.63000000,1.69325245,0.74099638,1.78671522,S=8,0,0,0.22222222
1148,5_2_6,seq_ABC,hard,,1.00000000,1,190,1,10,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1148,5_2_6,seq_ABC,smooth,,0.43000000,0,6,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,0.00000000
1148,5_2_6,seq_ABC,filter_l0.00,0.00,0.89000000,1,54,1,146,0,0.57000000,3.90192446,1.05070139,0.23798257,S=8,0,0,0.00000000
1148,5_2_6,seq_ABC,filter_l0.02,0.02,0.90000000,0,47,1,189,0,0.06333333,0.27763700,0.11567529,0.41545568,S=8,0,0,0.00000000
1148,5_2_6,seq_ABC,filter_l0.05,0.05,0.81000000,0,18,1,196,0,0.11000000,0.47210882,0.21733321,0.67859883,S=8,0,0,0.00000000
1148,5_2_6,seq_ABC,filter_l0.10,0.10,0.75000000,0,14,1,196,0,0.21000000,0.67600281,0.32657613,0.94331729,S=8,0,0,0.00000000
1148,5_2_6,seq_ABC,filter_l0.20,0.20,0.64000000,0,14,1,196,0,0.31333333,0.93328088,0.46041971,1.21524363,S=8,0,0,0.00000000
1148,5_2_6,seq_ABC,filter_l0.50,0.50,0.41000000,0,5,1,197,0,0.49000000,1.30297032,0.60905835,1.52654967,S=8,0,0,0.00000000
1148,5_2_6,seq_ABC,filter_l1.00,1.00,0.28000000,0,5,0,,1,0.61000000,1.64236588,0.71645415,1.76929250,not_aligned,0,0,0.00000000
1149,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1149,5_2_6,sync,smooth,,0.11000000,0,8,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,0.22222222
1149,5_2_6,sync,filter_l0.00,0.00,0.00000000,0,1,0,,1,0.50000000,5.01550207,0.98497088,0.08782613,not_aligned,0,0,0.22222222
1149,5_2_6,sync,filter_l0.02,0.02,0.74000000,0,15,1,191,0,0.27333333,0.66859471,0.36610030,0.52187063,S=8,0,0,0.00000000
1149,5_2_6,sync,filter_l0.05,0.05,0.65000000,0,15,1,191,0,0.32666667,0.81955591,0.43135639,0.72619386,S=8,0,0,0.00000000
1149,5_2_6,sync,filter_l0.10,0.10,0.61000000,0,10,1,191,0,0.36666667,0.89893785,0.46538625,0.93005079,S=8,0,0,0.00000000
1149,5_2_6,sync,filter_l0.20,0.20,0.63000000,0,8,1,195,0,0.41666667,1.00851351,0.49947564,1.19227329,S=0,0,0,0.00000000
1149,5_2_6,sync,filter_l0.50,0.50,0.45000000,0,7,1,197,0,0.49333333,1.30648302,0.61642397,1.51122861,S=8,0,0,0.00000000
1149,5_2_6,sync,filter_l1.00,1.00,0.20000000,0,3,1,198,0,0.66333333,1.70881762,0.74736108,1.77333790,S=8,0,0,0.00000000
1149,5_2_6,seq_ABC,hard,,1.00000000,1,190,1,10,0,0.00000000,0.00000000,0.00000000,0.00000000,S=0,0,0,0.00000000
1149,5_2_6,seq_ABC,smooth,,0.50000000,0,9,1,194,0,0.00000000,0.80632360,0.34466183,1.83838903,S=0,0,0,0.00000000
1149,5_2_6,seq_ABC,filter_l0.00,0.00,0.86000000,1,33,1,167,0,0.36333333,1.80118061,0.68330661,0.05882377,S=8,0,0,0.00000000
1149,5_2_6,seq_ABC,filter_l0.02,0.02,0.79000000,0,12,1,191,0,0.30000000,0.69681954,0.39385683,0.52698972,S=8,0,0,0.00000000
1149,5_2_6,seq_ABC,filter_l0.05,0.05,0.63000000,0,11,1,191,0,0.36000000,0.83917927,0.45499158,0.73135840,S=8,0,0,0.00000000
1149,5_2_6,seq_ABC,filter_l0.10,0.10,0.64000000,0,10,1,191,0,0.36333333,0.86120522,0.45448039,0.92781909,S=8,0,0,0.00000000
1149,5_2_6,seq_ABC,filter_l0.20,0.20,0.58000000,0,13,1,191,0,0.39000000,0.98520197,0.48803093,1.15674621,S=8,0,0,0.00000000
1149,5_2_6,seq_ABC,filter_l0.50,0.50,0.50000000,0,7,1,197,0,0.49000000,1.26794002,0.59589251,1.49026659,S=8,0,0,0.00000000
1149,5_2_6,seq_ABC,filter_l1.00,1.00,0.29000000,0,4,1,198,0,0.66333333,1.68388393,0.73520115,1.76520492,S=8,0,0,0.00000000
1150,5_2_6,sync,hard,,0.00000000,0,1,0,,1,0.00000000,0.00000000,0.00000000,0.00000000,not_aligned,0,0,0.22222222
1150,5_2_6,sync,smooth,,0.21000000,0,28,0,,1,0.00000000,0.80632360,0.34466183,1.83838903,not_aligned,0,0,2.00000000
1150,5_2_6,sync,filter_l0.00,0.00,1.00000000,1,173,1,27,0,0.00000000,0.00021048,0.00000198,0.00141820,S=0,0,0,0.00000000
1150,5_2_6,sync,filter_l0.02,0.02,0.88000000,1,32,1,178,0,0.05666667,0.28176146,0.11211769,0.44421366,S=0,0,0,0.00000000
1150,5_2_6,sync,filter_l0.05,0.05,0.78000000,0,18,1,193,0,0.13333333,0.52978770,0.24459034,0.74388188,S=0,0,0,0.00000000
1150,5_2_6,sync,filter_l0.10,0.10,0.68000000,0,12,1,193,0,0.22666667,0.78606388,0.38345517,1.01629060,S=0,0,0,0.00000000
